business_name,category,address,city,province_state,postal_code,phone,country,source,date_scraped,region,sub_region,cities,naics_code,tax_id,employee_count,status,lead_score,enriched_date
Lakeview Inc Automotive 160,Automotive,821 Queen St,Toronto,Ontario,M6V 3E4,416-410-4999,Canada,Ontario Business Registry,2026-05-07T20:55:15.631753,Canada,Ontario,Toronto,30475,,200+,Active,85,2026-05-07T20:59:03.776850
Lakeview Inc Automotive 484,Automotive,3251 College St,Toronto,Ontario,M7V 7L4,416-659-4589,Canada,Ontario Business Registry,2026-05-07T20:55:15.631763,Canada,Ontario,Toronto,97569,,1-10,Active,85,2026-05-07T20:59:03.776857
Metro Solutions Real Estate 557,Real Estate,3832 Bloor St,Toronto,Ontario,M2V 9Q3,416-333-8735,Canada,Ontario Business Registry,2026-05-07T20:55:15.631772,Canada,Ontario,Toronto,73664,,1-10,Active,85,2026-05-07T20:59:03.776865
Toronto Inc Education 877,Education,871 Bloor St,Toronto,Ontario,M4V 6H2,416-949-2964,Canada,Ontario Business Registry,2026-05-07T20:55:15.631784,Canada,Ontario,Toronto,15349,,51-200,Active,85,2026-05-07T20:59:03.776872
Lakeview Solutions Healthcare 789,Healthcare,4561 Dundas St,Toronto,Ontario,M4V 6P6,416-978-2776,Canada,Ontario Business Registry,2026-05-07T20:55:15.631792,Canada,Ontario,Toronto,68703,,51-200,Active,85,2026-05-07T20:59:03.776879
GTA Services Retail 197,Retail,3881 Bay St,Toronto,Ontario,M7V 8Z4,416-516-8094,Canada,Ontario Business Registry,2026-05-07T20:55:15.631801,Canada,Ontario,Toronto,37203,,1-10,Active,100,2026-05-07T20:59:03.776885
King Enterprises Professional Services 908,Professional Services,4044 Dundas St,Toronto,Ontario,M4V 7S4,416-765-4806,Canada,Ontario Business Registry,2026-05-07T20:55:15.631809,Canada,Ontario,Toronto,65054,,1-10,Active,85,2026-05-07T20:59:03.776896
Maple Inc Automotive 939,Automotive,4650 Bay St,Toronto,Ontario,M7V 8F3,416-970-3452,Canada,Ontario Business Registry,2026-05-07T20:55:15.631818,Canada,Ontario,Toronto,64504,,11-50,Active,85,2026-05-07T20:59:03.776904
Urban Inc Healthcare 531,Healthcare,2177 College St,Toronto,Ontario,M9V 6D6,416-743-7998,Canada,Ontario Business Registry,2026-05-07T20:55:15.631827,Canada,Ontario,Toronto,68419,,200+,Active,85,2026-05-07T20:59:03.776914
Ontario Services Technology 931,Technology,3025 Queen St,Toronto,Ontario,M5V 6P6,416-997-8728,Canada,Ontario Business Registry,2026-05-07T20:55:15.631836,Canada,Ontario,Toronto,99268,,1-10,Active,85,2026-05-07T20:59:03.776924
Lakeview Consulting Financial Services 227,Financial Services,478 College St,Toronto,Ontario,M4V 3V2,416-505-6966,Canada,Ontario Business Registry,2026-05-07T20:55:15.631850,Canada,Ontario,Toronto,79401,,11-50,Active,85,2026-05-07T20:59:03.776932
Lakeview Inc Retail 188,Retail,200 College St,Toronto,Ontario,M8V 6S5,416-340-5607,Canada,Ontario Business Registry,2026-05-07T20:55:15.631859,Canada,Ontario,Toronto,21013,,51-200,Active,100,2026-05-07T20:59:03.776938
Maple Consulting Professional Services 484,Professional Services,3445 Yonge St,Toronto,Ontario,M1V 5J5,416-252-1914,Canada,Ontario Business Registry,2026-05-07T20:55:15.631868,Canada,Ontario,Toronto,37093,,200+,Active,85,2026-05-07T20:59:03.776949
King Corp Food Services 226,Food Services,2112 King St,Toronto,Ontario,M5V 1Y5,416-236-9657,Canada,Ontario Business Registry,2026-05-07T20:55:15.631883,Canada,Ontario,Toronto,84621,,200+,Active,100,2026-05-07T20:59:03.776956
Queen Ltd Automotive 625,Automotive,3822 College St,Toronto,Ontario,M8V 1E7,416-686-6014,Canada,Ontario Business Registry,2026-05-07T20:55:15.631891,Canada,Ontario,Toronto,92019,,11-50,Active,85,2026-05-07T20:59:03.776963
Lakeview Services Manufacturing 102,Manufacturing,110 Bay St,Toronto,Ontario,M9V 5J2,416-820-7112,Canada,Ontario Business Registry,2026-05-07T20:55:15.631900,Canada,Ontario,Toronto,54998,,51-200,Active,85,2026-05-07T20:59:03.776970
Maple Solutions Technology 243,Technology,2312 Queen St,Toronto,Ontario,M9V 7G2,416-518-2742,Canada,Ontario Business Registry,2026-05-07T20:55:15.631910,Canada,Ontario,Toronto,65049,,51-200,Active,85,2026-05-07T20:59:03.776981
Queen Enterprises Education 155,Education,2531 Queen St,Toronto,Ontario,M2V 6H3,416-693-4237,Canada,Ontario Business Registry,2026-05-07T20:55:15.631919,Canada,Ontario,Toronto,13934,,200+,Active,85,2026-05-07T20:59:03.776988
Ontario Enterprises Professional Services 879,Professional Services,491 Dundas St,Toronto,Ontario,M5V 9P4,416-403-8596,Canada,Ontario Business Registry,2026-05-07T20:55:15.631927,Canada,Ontario,Toronto,72738,,200+,Active,85,2026-05-07T20:59:03.776995
Urban Services Education 351,Education,4474 King St,Toronto,Ontario,M7V 6F7,416-630-5559,Canada,Ontario Business Registry,2026-05-07T20:55:15.631936,Canada,Ontario,Toronto,98995,,51-200,Active,85,2026-05-07T20:59:03.777002
Queen Group Construction 798,Construction,2226 University St,Toronto,Ontario,M5V 4F2,416-438-7478,Canada,Ontario Business Registry,2026-05-07T20:55:15.631944,Canada,Ontario,Toronto,43434,,1-10,Active,85,2026-05-07T20:59:03.777022
Lakeview Corp Retail 419,Retail,1859 Spadina St,Toronto,Ontario,M5V 2I9,416-838-6375,Canada,Ontario Business Registry,2026-05-07T20:55:15.631956,Canada,Ontario,Toronto,50570,,200+,Active,100,2026-05-07T20:59:03.777040
Metro Solutions Automotive 656,Automotive,1970 Dundas St,Toronto,Ontario,M4V 2M6,416-762-2525,Canada,Ontario Business Registry,2026-05-07T20:55:15.631964,Canada,Ontario,Toronto,19851,,200+,Active,85,2026-05-07T20:59:03.777052
Ontario Enterprises Construction 378,Construction,2271 Dundas St,Toronto,Ontario,M8V 3U5,416-827-7039,Canada,Ontario Business Registry,2026-05-07T20:55:15.631977,Canada,Ontario,Toronto,36226,,51-200,Active,85,2026-05-07T20:59:03.777059
Queen Services Education 121,Education,1820 University St,Toronto,Ontario,M7V 2S8,416-290-5161,Canada,Ontario Business Registry,2026-05-07T20:55:15.631986,Canada,Ontario,Toronto,92926,,200+,Active,85,2026-05-07T20:59:03.777067
King Enterprises Education 586,Education,1834 Bay St,Toronto,Ontario,M8V 1P8,416-995-6971,Canada,Ontario Business Registry,2026-05-07T20:55:15.631994,Canada,Ontario,Toronto,12256,,200+,Active,85,2026-05-07T20:59:03.777074
GTA Consulting Education 326,Education,1610 King St,Toronto,Ontario,M5V 6D7,416-376-5831,Canada,Ontario Business Registry,2026-05-07T20:55:15.632029,Canada,Ontario,Toronto,67279,,1-10,Active,85,2026-05-07T20:59:03.777085
Metro Inc Real Estate 285,Real Estate,2543 Bloor St,Toronto,Ontario,M9V 8Y4,416-927-6641,Canada,Ontario Business Registry,2026-05-07T20:55:15.632038,Canada,Ontario,Toronto,89656,,1-10,Active,85,2026-05-07T20:59:03.777093
Queen Group Professional Services 904,Professional Services,4895 University St,Toronto,Ontario,M8V 7I4,416-388-8826,Canada,Ontario Business Registry,2026-05-07T20:55:15.632055,Canada,Ontario,Toronto,48662,,200+,Active,85,2026-05-07T20:59:03.777103
King Solutions Healthcare 225,Healthcare,1037 Dundas St,Toronto,Ontario,M1V 7C4,416-909-2171,Canada,Ontario Business Registry,2026-05-07T20:55:15.632064,Canada,Ontario,Toronto,91333,,51-200,Active,85,2026-05-07T20:59:03.777110
Ontario Consulting Retail 127,Retail,960 King St,Toronto,Ontario,M6V 3L7,416-222-5404,Canada,Ontario Business Registry,2026-05-07T20:55:15.632072,Canada,Ontario,Toronto,53575,,1-10,Active,100,2026-05-07T20:59:03.777116
Metro Ltd Construction 910,Construction,3896 College St,Toronto,Ontario,M4V 2E3,416-521-7441,Canada,Ontario Business Registry,2026-05-07T20:55:15.632080,Canada,Ontario,Toronto,97717,,11-50,Active,85,2026-05-07T20:59:03.777122
Queen Group Manufacturing 682,Manufacturing,3257 Queen St,Toronto,Ontario,M8V 4G2,416-385-7059,Canada,Ontario Business Registry,2026-05-07T20:55:15.632088,Canada,Ontario,Toronto,83735,,1-10,Active,85,2026-05-07T20:59:03.777129
Ontario Consulting Professional Services 302,Professional Services,351 College St,Toronto,Ontario,M3V 2L8,416-402-9376,Canada,Ontario Business Registry,2026-05-07T20:55:15.632100,Canada,Ontario,Toronto,95060,,51-200,Active,85,2026-05-07T20:59:03.777142
Maple Group Transportation 661,Transportation,2939 King St,Toronto,Ontario,M9V 3A1,416-814-5522,Canada,Ontario Business Registry,2026-05-07T20:55:15.632113,Canada,Ontario,Toronto,72152,,200+,Active,85,2026-05-07T20:59:03.777170
Ontario Ltd Technology 463,Technology,2831 Spadina St,Toronto,Ontario,M5V 7R5,416-754-9704,Canada,Ontario Business Registry,2026-05-07T20:55:15.632122,Canada,Ontario,Toronto,33442,,200+,Active,85,2026-05-07T20:59:03.777180
GTA Group Construction 684,Construction,4174 Queen St,Toronto,Ontario,M4V 6Z1,416-654-3084,Canada,Ontario Business Registry,2026-05-07T20:55:15.632130,Canada,Ontario,Toronto,94392,,11-50,Active,85,2026-05-07T20:59:03.777190
Urban Corp Food Services 704,Food Services,228 Bay St,Toronto,Ontario,M3V 1H4,416-859-9395,Canada,Ontario Business Registry,2026-05-07T20:55:15.632142,Canada,Ontario,Toronto,11594,,1-10,Active,100,2026-05-07T20:59:03.777196
Maple Ltd Construction 124,Construction,4780 Queen St,Toronto,Ontario,M3V 6G2,416-510-5868,Canada,Ontario Business Registry,2026-05-07T20:55:15.632154,Canada,Ontario,Toronto,56035,,200+,Active,85,2026-05-07T20:59:03.777202
Queen Solutions Healthcare 454,Healthcare,998 King St,Toronto,Ontario,M3V 1F1,416-247-3457,Canada,Ontario Business Registry,2026-05-07T20:55:15.632162,Canada,Ontario,Toronto,95791,,1-10,Active,85,2026-05-07T20:59:03.777208
GTA Consulting Financial Services 478,Financial Services,4074 Spadina St,Toronto,Ontario,M3V 3K3,416-688-2824,Canada,Ontario Business Registry,2026-05-07T20:55:15.632171,Canada,Ontario,Toronto,77659,,200+,Active,85,2026-05-07T20:59:03.777215
Urban Group Manufacturing 755,Manufacturing,3826 Bay St,Toronto,Ontario,M8V 7G1,416-371-7875,Canada,Ontario Business Registry,2026-05-07T20:55:15.632180,Canada,Ontario,Toronto,65928,,1-10,Active,85,2026-05-07T20:59:03.777222
Queen Solutions Education 166,Education,4744 King St,Toronto,Ontario,M2V 2R2,416-439-4463,Canada,Ontario Business Registry,2026-05-07T20:55:15.632193,Canada,Ontario,Toronto,77332,,51-200,Active,85,2026-05-07T20:59:03.777229
GTA Consulting Food Services 839,Food Services,4418 King St,Toronto,Ontario,M9V 8N6,416-704-9955,Canada,Ontario Business Registry,2026-05-07T20:55:15.632204,Canada,Ontario,Toronto,28370,,11-50,Active,100,2026-05-07T20:59:03.777236
GTA Solutions Financial Services 436,Financial Services,2573 Dundas St,Toronto,Ontario,M8V 7U3,416-285-9505,Canada,Ontario Business Registry,2026-05-07T20:55:15.632212,Canada,Ontario,Toronto,60359,,200+,Active,85,2026-05-07T20:59:03.777248
King Solutions Construction 983,Construction,2246 University St,Toronto,Ontario,M2V 7N6,416-784-2997,Canada,Ontario Business Registry,2026-05-07T20:55:15.632220,Canada,Ontario,Toronto,42363,,11-50,Active,85,2026-05-07T20:59:03.777261
Lakeview Consulting Financial Services 274,Financial Services,2299 Spadina St,Toronto,Ontario,M3V 9G6,416-552-8146,Canada,Ontario Business Registry,2026-05-07T20:55:15.632228,Canada,Ontario,Toronto,57972,,200+,Active,85,2026-05-07T20:59:03.777282
Ontario Group Automotive 615,Automotive,394 Yonge St,Toronto,Ontario,M9V 6M5,416-802-2937,Canada,Ontario Business Registry,2026-05-07T20:55:15.632237,Canada,Ontario,Toronto,33399,,51-200,Active,85,2026-05-07T20:59:03.777297
Maple Inc Manufacturing 937,Manufacturing,4300 King St,Toronto,Ontario,M9V 7V8,416-708-8698,Canada,Ontario Business Registry,2026-05-07T20:55:15.632246,Canada,Ontario,Toronto,27940,,200+,Active,85,2026-05-07T20:59:03.777318
Metro Solutions Financial Services 865,Financial Services,1359 Bloor St,Toronto,Ontario,M1V 7O7,416-845-3316,Canada,Ontario Business Registry,2026-05-07T20:55:15.632255,Canada,Ontario,Toronto,64731,,51-200,Active,85,2026-05-07T20:59:03.777331
King Group Healthcare 208,Healthcare,3214 Bloor St,Toronto,Ontario,M5V 5D4,416-944-3939,Canada,Ontario Business Registry,2026-05-07T20:55:15.632263,Canada,Ontario,Toronto,41197,,51-200,Active,85,2026-05-07T20:59:03.777338
Maple Solutions Technology 296,Technology,3166 University St,Toronto,Ontario,M1V 7I4,416-561-3070,Canada,Ontario Business Registry,2026-05-07T20:55:15.632271,Canada,Ontario,Toronto,71125,,200+,Active,85,2026-05-07T20:59:03.777345
Urban Solutions Professional Services 383,Professional Services,3573 Queen St,Toronto,Ontario,M4V 6N9,416-579-2171,Canada,Ontario Business Registry,2026-05-07T20:55:15.632279,Canada,Ontario,Toronto,54825,,200+,Active,85,2026-05-07T20:59:03.777352
King Services Automotive 745,Automotive,3344 Spadina St,Toronto,Ontario,M6V 7K3,416-338-9126,Canada,Ontario Business Registry,2026-05-07T20:55:15.632292,Canada,Ontario,Toronto,48984,,11-50,Active,85,2026-05-07T20:59:03.777359
Lakeview Inc Food Services 291,Food Services,4979 Yonge St,Toronto,Ontario,M5V 3D6,416-331-9608,Canada,Ontario Business Registry,2026-05-07T20:55:15.632301,Canada,Ontario,Toronto,95826,,200+,Active,100,2026-05-07T20:59:03.777365
Toronto Corp Retail 573,Retail,3438 College St,Toronto,Ontario,M4V 3W4,416-205-8689,Canada,Ontario Business Registry,2026-05-07T20:55:15.632310,Canada,Ontario,Toronto,29821,,1-10,Active,100,2026-05-07T20:59:03.777371
Metro Group Healthcare 294,Healthcare,2095 Spadina St,Toronto,Ontario,M9V 2Y3,416-678-6413,Canada,Ontario Business Registry,2026-05-07T20:55:15.632318,Canada,Ontario,Toronto,67645,,1-10,Active,85,2026-05-07T20:59:03.777384
Urban Ltd Education 750,Education,2534 Queen St,Toronto,Ontario,M8V 3U7,416-902-5870,Canada,Ontario Business Registry,2026-05-07T20:55:15.632327,Canada,Ontario,Toronto,19442,,1-10,Active,85,2026-05-07T20:59:03.777394
Metro Ltd Transportation 599,Transportation,924 University St,Toronto,Ontario,M6V 1L2,416-746-8764,Canada,Ontario Business Registry,2026-05-07T20:55:15.632335,Canada,Ontario,Toronto,80756,,51-200,Active,85,2026-05-07T20:59:03.777418
GTA Solutions Healthcare 726,Healthcare,3047 College St,Toronto,Ontario,M3V 5R5,416-645-9947,Canada,Ontario Business Registry,2026-05-07T20:55:15.632343,Canada,Ontario,Toronto,47909,,11-50,Active,85,2026-05-07T20:59:03.777425
Lakeview Solutions Manufacturing 159,Manufacturing,1095 King St,Toronto,Ontario,M1V 7T2,416-544-3889,Canada,Ontario Business Registry,2026-05-07T20:55:15.632351,Canada,Ontario,Toronto,68106,,51-200,Active,85,2026-05-07T20:59:03.777435
Urban Enterprises Education 217,Education,1839 Queen St,Toronto,Ontario,M1V 4D2,416-554-6748,Canada,Ontario Business Registry,2026-05-07T20:55:15.632359,Canada,Ontario,Toronto,12688,,1-10,Active,85,2026-05-07T20:59:03.777445
King Inc Retail 943,Retail,233 Bloor St,Toronto,Ontario,M5V 9R3,416-780-2227,Canada,Ontario Business Registry,2026-05-07T20:55:15.632373,Canada,Ontario,Toronto,73079,,200+,Active,100,2026-05-07T20:59:03.777451
Toronto Group Manufacturing 826,Manufacturing,4687 Yonge St,Toronto,Ontario,M3V 9V8,416-979-8284,Canada,Ontario Business Registry,2026-05-07T20:55:15.632386,Canada,Ontario,Toronto,79097,,200+,Active,85,2026-05-07T20:59:03.777458
Urban Services Automotive 776,Automotive,1917 College St,Toronto,Ontario,M8V 3V4,416-864-5214,Canada,Ontario Business Registry,2026-05-07T20:55:15.632394,Canada,Ontario,Toronto,67077,,1-10,Active,85,2026-05-07T20:59:03.777465
Queen Solutions Transportation 996,Transportation,4124 Queen St,Toronto,Ontario,M9V 6L3,416-984-8312,Canada,Ontario Business Registry,2026-05-07T20:55:15.632435,Canada,Ontario,Toronto,15535,,11-50,Active,85,2026-05-07T20:59:03.777472
Toronto Solutions Construction 649,Construction,559 Bloor St,Toronto,Ontario,M7V 6P7,416-812-7796,Canada,Ontario Business Registry,2026-05-07T20:55:15.632449,Canada,Ontario,Toronto,31118,,200+,Active,85,2026-05-07T20:59:03.777482
Queen Consulting Manufacturing 743,Manufacturing,438 Dundas St,Toronto,Ontario,M2V 2X8,416-935-1673,Canada,Ontario Business Registry,2026-05-07T20:55:15.632458,Canada,Ontario,Toronto,71060,,11-50,Active,85,2026-05-07T20:59:03.777490
Maple Inc Financial Services 532,Financial Services,339 Bay St,Toronto,Ontario,M7V 3V6,416-585-9424,Canada,Ontario Business Registry,2026-05-07T20:55:15.632466,Canada,Ontario,Toronto,94248,,11-50,Active,85,2026-05-07T20:59:03.777497
Ontario Inc Retail 737,Retail,2391 Spadina St,Toronto,Ontario,M1V 8S6,416-534-6129,Canada,Ontario Business Registry,2026-05-07T20:55:15.632474,Canada,Ontario,Toronto,33511,,1-10,Active,100,2026-05-07T20:59:03.777506
Queen Solutions Healthcare 691,Healthcare,1068 Yonge St,Toronto,Ontario,M9V 5M6,416-413-5145,Canada,Ontario Business Registry,2026-05-07T20:55:15.632482,Canada,Ontario,Toronto,65525,,11-50,Active,85,2026-05-07T20:59:03.777602
Queen Consulting Education 244,Education,3735 Bay St,Toronto,Ontario,M4V 8S1,416-629-7720,Canada,Ontario Business Registry,2026-05-07T20:55:15.632491,Canada,Ontario,Toronto,66207,,1-10,Active,85,2026-05-07T20:59:03.777614
Toronto Corp Education 449,Education,1232 Queen St,Toronto,Ontario,M2V 1V6,416-616-3657,Canada,Ontario Business Registry,2026-05-07T20:55:15.632500,Canada,Ontario,Toronto,55311,,51-200,Active,85,2026-05-07T20:59:03.777621
Maple Solutions Financial Services 934,Financial Services,310 Dundas St,Toronto,Ontario,M1V 1V9,416-818-9918,Canada,Ontario Business Registry,2026-05-07T20:55:15.632513,Canada,Ontario,Toronto,39976,,1-10,Active,85,2026-05-07T20:59:03.777628
Lakeview Services Technology 520,Technology,3816 University St,Toronto,Ontario,M5V 7R3,416-420-7025,Canada,Ontario Business Registry,2026-05-07T20:55:15.632521,Canada,Ontario,Toronto,57853,,51-200,Active,85,2026-05-07T20:59:03.777642
Maple Services Technology 879,Technology,4506 Bloor St,Toronto,Ontario,M6V 1S3,416-751-1471,Canada,Ontario Business Registry,2026-05-07T20:55:15.632529,Canada,Ontario,Toronto,70713,,200+,Active,85,2026-05-07T20:59:03.777649
GTA Group Food Services 763,Food Services,1001 Dundas St,Toronto,Ontario,M2V 7S3,416-966-5500,Canada,Ontario Business Registry,2026-05-07T20:55:15.632537,Canada,Ontario,Toronto,34450,,51-200,Active,100,2026-05-07T20:59:03.777665
Metro Services Education 920,Education,912 Bloor St,Toronto,Ontario,M1V 7W2,416-866-3671,Canada,Ontario Business Registry,2026-05-07T20:55:15.632544,Canada,Ontario,Toronto,11765,,1-10,Active,85,2026-05-07T20:59:03.777673
King Ltd Food Services 251,Food Services,2639 Queen St,Toronto,Ontario,M4V 4L6,416-883-5796,Canada,Ontario Business Registry,2026-05-07T20:55:15.632552,Canada,Ontario,Toronto,71870,,1-10,Active,100,2026-05-07T20:59:03.777679
Lakeview Enterprises Manufacturing 105,Manufacturing,306 Spadina St,Toronto,Ontario,M3V 7R5,416-349-4294,Canada,Ontario Business Registry,2026-05-07T20:55:15.632561,Canada,Ontario,Toronto,39061,,51-200,Active,85,2026-05-07T20:59:03.777687
Metro Enterprises Manufacturing 960,Manufacturing,3052 Spadina St,Toronto,Ontario,M6V 4A6,416-744-6433,Canada,Ontario Business Registry,2026-05-07T20:55:15.632570,Canada,Ontario,Toronto,51653,,1-10,Active,85,2026-05-07T20:59:03.777717
Maple Services Construction 155,Construction,1242 Queen St,Toronto,Ontario,M9V 7Z7,416-487-7309,Canada,Ontario Business Registry,2026-05-07T20:55:15.632579,Canada,Ontario,Toronto,97212,,11-50,Active,85,2026-05-07T20:59:03.777728
GTA Consulting Food Services 803,Food Services,3479 University St,Toronto,Ontario,M1V 6I9,416-396-2387,Canada,Ontario Business Registry,2026-05-07T20:55:15.632587,Canada,Ontario,Toronto,84397,,51-200,Active,100,2026-05-07T20:59:03.777735
Queen Solutions Education 964,Education,1990 Bay St,Toronto,Ontario,M5V 4C1,416-967-6433,Canada,Ontario Business Registry,2026-05-07T20:55:15.632604,Canada,Ontario,Toronto,59226,,1-10,Active,85,2026-05-07T20:59:03.777742
Lakeview Ltd Automotive 744,Automotive,2493 Spadina St,Toronto,Ontario,M1V 8D7,416-259-9738,Canada,Ontario Business Registry,2026-05-07T20:55:15.632612,Canada,Ontario,Toronto,74993,,200+,Active,85,2026-05-07T20:59:03.777753
Lakeview Group Automotive 218,Automotive,4780 Bay St,Toronto,Ontario,M3V 6J9,416-930-6093,Canada,Ontario Business Registry,2026-05-07T20:55:15.632620,Canada,Ontario,Toronto,70888,,200+,Active,85,2026-05-07T20:59:03.777764
Toronto Services Technology 775,Technology,2985 Bloor St,Toronto,Ontario,M9V 5X3,416-954-4030,Canada,Ontario Business Registry,2026-05-07T20:55:15.632629,Canada,Ontario,Toronto,40138,,51-200,Active,85,2026-05-07T20:59:03.777777
Ontario Enterprises Healthcare 829,Healthcare,54 Bloor St,Toronto,Ontario,M2V 8I4,416-633-3286,Canada,Ontario Business Registry,2026-05-07T20:55:15.632638,Canada,Ontario,Toronto,58349,,11-50,Active,85,2026-05-07T20:59:03.777787
Ontario Corp Automotive 621,Automotive,2973 University St,Toronto,Ontario,M5V 1U3,416-994-5179,Canada,Ontario Business Registry,2026-05-07T20:55:15.632647,Canada,Ontario,Toronto,48819,,1-10,Active,85,2026-05-07T20:59:03.777794
Toronto Solutions Manufacturing 650,Manufacturing,1064 University St,Toronto,Ontario,M2V 4L5,416-479-4023,Canada,Ontario Business Registry,2026-05-07T20:55:15.632655,Canada,Ontario,Toronto,90344,,1-10,Active,85,2026-05-07T20:59:03.777800
Lakeview Solutions Retail 996,Retail,794 Dundas St,Toronto,Ontario,M2V 7Q8,416-628-3602,Canada,Ontario Business Registry,2026-05-07T20:55:15.632663,Canada,Ontario,Toronto,39559,,11-50,Active,100,2026-05-07T20:59:03.777806
Maple Group Technology 982,Technology,4287 Spadina St,Toronto,Ontario,M5V 5G1,416-368-3368,Canada,Ontario Business Registry,2026-05-07T20:55:15.632670,Canada,Ontario,Toronto,18989,,11-50,Active,85,2026-05-07T20:59:03.777812
King Solutions Manufacturing 394,Manufacturing,2066 Queen St,Toronto,Ontario,M4V 6O5,416-606-9125,Canada,Ontario Business Registry,2026-05-07T20:55:15.632682,Canada,Ontario,Toronto,48260,,1-10,Active,85,2026-05-07T20:59:03.777822
Maple Enterprises Food Services 840,Food Services,3936 University St,Toronto,Ontario,M1V 9G9,416-391-8735,Canada,Ontario Business Registry,2026-05-07T20:55:15.632693,Canada,Ontario,Toronto,43366,,51-200,Active,100,2026-05-07T20:59:03.777831
Ontario Inc Real Estate 956,Real Estate,1625 Spadina St,Toronto,Ontario,M9V 8J2,416-278-5253,Canada,Ontario Business Registry,2026-05-07T20:55:15.632702,Canada,Ontario,Toronto,91362,,11-50,Active,85,2026-05-07T20:59:03.777838
Maple Ltd Manufacturing 150,Manufacturing,1266 Dundas St,Toronto,Ontario,M7V 9J4,416-641-2706,Canada,Ontario Business Registry,2026-05-07T20:55:15.632711,Canada,Ontario,Toronto,16690,,1-10,Active,85,2026-05-07T20:59:03.777844
Metro Solutions Education 970,Education,1920 Bay St,Toronto,Ontario,M6V 6R8,416-635-1691,Canada,Ontario Business Registry,2026-05-07T20:55:15.632720,Canada,Ontario,Toronto,64589,,200+,Active,85,2026-05-07T20:59:03.777854
Toronto Solutions Manufacturing 912,Manufacturing,4078 University St,Toronto,Ontario,M9V 5C2,416-933-3932,Canada,Ontario Business Registry,2026-05-07T20:55:15.632728,Canada,Ontario,Toronto,46865,,200+,Active,85,2026-05-07T20:59:03.777860
Toronto Services Retail 825,Retail,1429 Queen St,Toronto,Ontario,M5V 1O8,416-761-9267,Canada,Ontario Business Registry,2026-05-07T20:55:15.632736,Canada,Ontario,Toronto,76752,,200+,Active,100,2026-05-07T20:59:03.777866
Metro Corp Financial Services 870,Financial Services,3218 Bloor St,Toronto,Ontario,M8V 4B6,416-772-4798,Canada,Ontario Business Registry,2026-05-07T20:55:15.632744,Canada,Ontario,Toronto,61069,,51-200,Active,85,2026-05-07T20:59:03.777873
Toronto Ltd Food Services 144,Food Services,178 King St,Toronto,Ontario,M1V 6H1,416-443-6899,Canada,Ontario Business Registry,2026-05-07T20:55:15.632752,Canada,Ontario,Toronto,80154,,51-200,Active,100,2026-05-07T20:59:03.777883
Toronto Ltd Education 787,Education,883 King St,Toronto,Ontario,M2V 4L8,416-576-2408,Canada,Ontario Business Registry,2026-05-07T20:55:15.632761,Canada,Ontario,Toronto,34436,,51-200,Active,85,2026-05-07T20:59:03.777890
Lakeview Ltd Real Estate 633,Real Estate,3754 University St,Toronto,Ontario,M1V 2G5,416-671-1714,Canada,Ontario Business Registry,2026-05-07T20:55:15.632770,Canada,Ontario,Toronto,14169,,200+,Active,85,2026-05-07T20:59:03.777899
King Enterprises Technology 805,Technology,4451 College St,Toronto,Ontario,M2V 5X8,416-987-2550,Canada,Ontario Business Registry,2026-05-07T20:55:15.632782,Canada,Ontario,Toronto,74775,,200+,Active,85,2026-05-07T20:59:03.777906
Ontario Ltd Food Services 799,Food Services,4679 College St,Toronto,Ontario,M2V 5S5,416-570-3890,Canada,Ontario Business Registry,2026-05-07T20:55:15.632790,Canada,Ontario,Toronto,84967,,200+,Active,100,2026-05-07T20:59:03.777913
Urban Inc Healthcare 167,Healthcare,1754 Bloor St,Toronto,Ontario,M9V 8F6,416-254-1152,Canada,Ontario Business Registry,2026-05-07T20:55:15.632800,Canada,Ontario,Toronto,82549,,51-200,Active,85,2026-05-07T20:59:03.777924
Lakeview Enterprises Healthcare 374,Healthcare,2490 King St,Toronto,Ontario,M4V 2F3,416-590-8888,Canada,Ontario Business Registry,2026-05-07T20:55:15.632809,Canada,Ontario,Toronto,96877,,11-50,Active,85,2026-05-07T20:59:03.777934
Ontario Inc Education 507,Education,2023 Bay St,Toronto,Ontario,M5V 6J1,416-201-6638,Canada,Ontario Business Registry,2026-05-07T20:55:15.632816,Canada,Ontario,Toronto,77954,,200+,Active,85,2026-05-07T20:59:03.777940
Lakeview Consulting Construction 206,Construction,3150 College St,Toronto,Ontario,M8V 2I2,416-392-1639,Canada,Ontario Business Registry,2026-05-07T20:55:15.632826,Canada,Ontario,Toronto,95872,,200+,Active,85,2026-05-07T20:59:03.777951
Metro Inc Manufacturing 789,Manufacturing,1598 Dundas St,Toronto,Ontario,M2V 8U4,416-773-5341,Canada,Ontario Business Registry,2026-05-07T20:55:15.632835,Canada,Ontario,Toronto,34945,,1-10,Active,85,2026-05-07T20:59:03.777958
Metro Consulting Education 578,Education,1116 Bloor St,Toronto,Ontario,M6V 8V4,416-281-8123,Canada,Ontario Business Registry,2026-05-07T20:55:15.632843,Canada,Ontario,Toronto,41017,,200+,Active,85,2026-05-07T20:59:03.777964
Ontario Inc Professional Services 569,Professional Services,1290 University St,Toronto,Ontario,M1V 2E1,416-788-8030,Canada,Ontario Business Registry,2026-05-07T20:55:15.632852,Canada,Ontario,Toronto,58035,,51-200,Active,85,2026-05-07T20:59:03.777971
