business_name,status,jurisdiction,incorporation_date,agent,address,city,state,zip,county,phone,email,sos_id,business_type,source,priority,discovered_at,enrichment_status
15 Taqueria 1,Active,California,2026-03-02,Sample Agent 1,6566 Broadway,Sacramento,CA,9588,Sacramento,(916) 123-3243,,C2161756,taqueria,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:53.954Z,pending
15 Bistro 2,Active,California,2014-07-16,Sample Agent 2,4951 Wilshire Blvd,Long Beach,CA,9019,Los Angeles,(213) 125-3666,,C5890262,bistro,CA_SOS_Scraper_Generated,high,2026-05-07T20:47:53.954Z,pending
15 Bistro 1,Active,California,2015-05-31,Sample Agent 1,8762 Sunset Blvd,San Jose,CA,95788,San Diego,(408) 439-7730,,C2783768,bistro,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:53.887Z,pending
15 Cafe 2,Active,California,2025-11-09,Sample Agent 2,408 Market St,Anaheim,CA,90130,Los Angeles,(213) 342-1557,,C5671746,cafe,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:53.887Z,pending
15 Cafe 3,Active,California,2013-12-08,Sample Agent 3,1403 Hollywood Blvd,Los Angeles,CA,9031,Los Angeles,(213) 414-4435,,C2277407,cafe,CA_SOS_Scraper_Generated,high,2026-05-07T20:47:53.887Z,pending
12 Diner 2,Active,California,2011-06-10,Sample Agent 2,8094 1st St,Los Angeles,CA,90299,Los Angeles,(213) 572-2943,,C2001251,diner,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:55.268Z,pending
12 Deli 3,Active,California,2013-07-19,Sample Agent 3,3111 Hollywood Blvd,Fresno,CA,93417,Fresno,(559) 170-4999,,C3922096,deli,CA_SOS_Scraper_Generated,high,2026-05-07T20:47:55.269Z,pending
15 Taqueria 3,Active,California,2013-12-15,Sample Agent 3,8781 Wilshire Blvd,San Francisco,CA,94177,San Diego,(415) 892-9248,,C4345304,taqueria,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:54.139Z,pending
15 Diner 2,Active,California,2016-02-01,Sample Agent 2,8143 Market St,Santa Ana,CA,92920,Santa Clara,(213) 514-8998,,C9620125,diner,CA_SOS_Scraper_Generated,high,2026-05-07T20:47:54.035Z,pending
12 Diner 1,Active,California,2020-06-13,Sample Agent 1,8393 Market St,Oakland,CA,94835,Los Angeles,(213) 398-2494,,C3664500,diner,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:55.219Z,pending
12 Coffee Shop 2,Active,California,2010-09-10,Sample Agent 2,8983 Mission St,Anaheim,CA,9037,Los Angeles,(213) 645-2283,,C2579001,coffee shop,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:55.219Z,pending
12 Restaurant 3,Active,California,2017-01-17,Sample Agent 3,6594 Wilshire Blvd,Anaheim,CA,90451,Los Angeles,(213) 529-2079,,C9784949,restaurant,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:55.219Z,pending
15 Bistro 1,Active,California,2016-08-31,Sample Agent 1,6373 Sunset Blvd,Oakland,CA,94631,Los Angeles,(213) 762-9979,,C6731969,bistro,CA_SOS_Scraper_Generated,high,2026-05-07T20:47:53.967Z,pending
15 Taqueria 3,Active,California,2013-03-16,Sample Agent 3,283 Mission St,San Jose,CA,95618,San Diego,(408) 410-3539,,C4246722,taqueria,CA_SOS_Scraper_Generated,high,2026-05-07T20:47:53.967Z,pending
15 Bistro 3,Active,California,2018-09-09,Sample Agent 3,5695 Main St,Los Angeles,CA,90878,Los Angeles,(213) 440-3342,,C4246124,bistro,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:53.945Z,pending
15 Restaurant 1,Active,California,2012-12-22,Sample Agent 1,2354 Wilshire Blvd,San Diego,CA,92434,San Diego,(619) 684-5351,,C2385645,restaurant,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:54.483Z,pending
15 Cafe 2,Active,California,2020-05-12,Sample Agent 2,4161 1st St,San Jose,CA,95629,San Diego,(408) 393-7300,,C7035252,cafe,CA_SOS_Scraper_Generated,high,2026-05-07T20:47:54.483Z,pending
12 Bistro 2,Active,California,2018-05-24,Sample Agent 2,3791 1st St,San Francisco,CA,94351,San Diego,(415) 765-9663,,C4161437,bistro,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:55.190Z,pending
12 Restaurant 3,Active,California,2014-03-14,Sample Agent 3,4669 Broadway,Long Beach,CA,90587,Los Angeles,(213) 370-6274,,C3837598,restaurant,CA_SOS_Scraper_Generated,high,2026-05-07T20:47:55.190Z,pending
15 Deli 1,Active,California,2012-08-29,Sample Agent 1,3380 Sunset Blvd,Fresno,CA,93249,Fresno,(559) 195-5905,,C8176046,deli,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:54.377Z,pending
15 Restaurant 3,Inactive,California,2013-03-19,Sample Agent 3,1167 1st St,Sacramento,CA,95661,Sacramento,(916) 421-7509,,C6694798,restaurant,CA_SOS_Scraper_Generated,high,2026-05-07T20:47:54.377Z,pending
15 Taqueria 2,Active,California,2022-01-29,Sample Agent 2,7519 Mission St,Los Angeles,CA,9013,Los Angeles,(213) 743-3739,,C1083034,taqueria,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:55.012Z,pending
15 Diner 3,Inactive,California,2016-12-27,Sample Agent 3,6747 Wilshire Blvd,Santa Ana,CA,9265,Santa Clara,(213) 997-3960,,C8961819,diner,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:55.012Z,pending
15 Coffee Shop 1,Inactive,California,2024-03-24,Sample Agent 1,5689 1st St,Santa Ana,CA,92829,Santa Clara,(213) 274-1521,,C9833431,coffee shop,CA_SOS_Scraper_Generated,high,2026-05-07T20:47:54.832Z,pending
15 Deli 3,Active,California,2015-11-11,Sample Agent 3,6325 1st St,Fresno,CA,93870,Fresno,(559) 859-6695,,C5929463,deli,CA_SOS_Scraper_Generated,high,2026-05-07T20:47:54.832Z,pending
15 Coffee Shop 1,Active,California,2016-12-14,Sample Agent 1,130 Broadway,Fresno,CA,93230,Fresno,(559) 125-6166,,C7645591,coffee shop,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:54.228Z,pending
15 Cafe 3,Active,California,2023-08-07,Sample Agent 3,5463 Sunset Blvd,San Jose,CA,95428,San Diego,(408) 735-7845,,C7920823,cafe,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:54.228Z,pending
15 Restaurant 1,Active,California,2024-11-12,Sample Agent 1,585 1st St,San Jose,CA,95607,San Diego,(408) 383-9558,,C7989809,restaurant,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:53.966Z,pending
15 Coffee Shop 3,Active,California,2016-01-07,Sample Agent 3,2805 Market St,Los Angeles,CA,90920,Los Angeles,(213) 860-5889,,C4017052,coffee shop,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:53.966Z,pending
15 Diner 1,Active,California,2019-11-03,Sample Agent 1,2063 Sunset Blvd,Sacramento,CA,95725,Sacramento,(916) 369-3231,,C2662688,diner,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:54.073Z,pending
15 Diner 2,Active,California,2017-03-03,Sample Agent 2,918 Mission St,Anaheim,CA,90103,Los Angeles,(213) 914-9539,,C1004106,diner,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:54.073Z,pending
15 Diner 3,Inactive,California,2016-04-24,Sample Agent 3,3261 Mission St,San Jose,CA,95257,San Diego,(408) 540-7096,,C6259251,diner,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:54.073Z,pending
12 Bistro 1,Active,California,2012-08-23,Sample Agent 1,7732 Market St,Long Beach,CA,90335,Los Angeles,(213) 548-7496,,C9166352,bistro,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:55.354Z,pending
12 Bistro 2,Inactive,California,2021-06-18,Sample Agent 2,2177 Mission St,Anaheim,CA,90981,Los Angeles,(213) 198-3070,,C8913518,bistro,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:55.354Z,pending
12 Taqueria 3,Active,California,2015-06-14,Sample Agent 3,929 Main St,Fresno,CA,93297,Fresno,(559) 303-4075,,C3733718,taqueria,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:55.354Z,pending
15 Taqueria 1,Active,California,2016-11-25,Sample Agent 1,5264 Broadway,Long Beach,CA,90548,Los Angeles,(213) 623-3287,,C9264530,taqueria,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:54.645Z,pending
15 Diner 2,Active,California,2026-02-06,Sample Agent 2,3733 1st St,San Jose,CA,95683,San Diego,(408) 122-8367,,C9584057,diner,CA_SOS_Scraper_Generated,high,2026-05-07T20:47:54.645Z,pending
15 Restaurant 2,Active,California,2025-04-18,Sample Agent 2,4722 Market St,Los Angeles,CA,90554,Los Angeles,(213) 963-2472,,C8055110,restaurant,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:54.710Z,pending
15 Deli 2,Active,California,2011-07-15,Sample Agent 2,5509 Hollywood Blvd,San Francisco,CA,94300,San Diego,(415) 869-5989,,C9880215,deli,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:54.950Z,pending
15 Taqueria 2,Active,California,2020-10-19,Sample Agent 2,3354 Mission St,Anaheim,CA,90321,Los Angeles,(213) 577-3177,,C3017693,taqueria,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:53.865Z,pending
15 Cafe 1,Active,California,2019-08-02,Sample Agent 1,2424 Wilshire Blvd,Anaheim,CA,90168,Los Angeles,(213) 342-8264,,C5963886,cafe,CA_SOS_Scraper_Generated,high,2026-05-07T20:47:54.825Z,pending
15 Taqueria 2,Active,California,2016-12-25,Sample Agent 2,8925 Mission St,Santa Ana,CA,92958,Santa Clara,(213) 218-5828,,C1498415,taqueria,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:54.825Z,pending
15 Taqueria 2,Active,California,2020-09-27,Sample Agent 2,6780 Main St,Oakland,CA,94184,Los Angeles,(213) 356-9208,,C9726154,taqueria,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:53.903Z,pending
15 Coffee Shop 2,Active,California,2022-12-15,Sample Agent 2,3528 Wilshire Blvd,Sacramento,CA,95855,Sacramento,(916) 126-2058,,C4736426,coffee shop,CA_SOS_Scraper_Generated,high,2026-05-07T20:47:54.511Z,pending
15 Diner 3,Active,California,2011-05-17,Sample Agent 3,8250 Wilshire Blvd,San Francisco,CA,94134,San Diego,(415) 477-4604,,C1039532,diner,CA_SOS_Scraper_Generated,high,2026-05-07T20:47:54.511Z,pending
15 Coffee Shop 2,Active,California,2016-01-24,Sample Agent 2,2051 Hollywood Blvd,Long Beach,CA,90252,Los Angeles,(213) 922-6706,,C1351816,coffee shop,CA_SOS_Scraper_Generated,high,2026-05-07T20:47:54.601Z,pending
15 Cafe 3,Active,California,2026-04-13,Sample Agent 3,6574 Mission St,Santa Ana,CA,92285,Santa Clara,(213) 274-3267,,C4197990,cafe,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:54.601Z,pending
20 Coffee Shop 1,Active,California,2023-06-10,Sample Agent 1,896 Wilshire Blvd,Long Beach,CA,90475,Los Angeles,(213) 782-2120,,C9146787,coffee shop,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:55.543Z,pending
20 Restaurant 2,Active,California,2019-04-30,Sample Agent 2,8795 Mission St,Santa Ana,CA,9265,Santa Clara,(213) 131-6113,,C4340375,restaurant,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:55.543Z,pending
20 Bistro 3,Inactive,California,2012-05-30,Sample Agent 3,8374 Wilshire Blvd,San Jose,CA,95326,San Diego,(408) 147-2676,,C7617651,bistro,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:55.543Z,pending
20 Restaurant 1,Active,California,2015-03-17,Sample Agent 1,1844 Main St,San Diego,CA,92500,San Diego,(619) 574-3184,,C1881767,restaurant,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:55.492Z,pending
20 Deli 2,Inactive,California,2014-03-21,Sample Agent 2,4968 Sunset Blvd,Fresno,CA,93284,Fresno,(559) 192-3323,,C9406660,deli,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:55.492Z,pending
20 Deli 3,Inactive,California,2024-01-13,Sample Agent 3,120 Main St,San Diego,CA,92537,San Diego,(619) 462-1021,,C6710685,deli,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:55.492Z,pending
20 Diner 1,Active,California,2010-09-29,Sample Agent 1,320 Market St,San Jose,CA,95282,San Diego,(408) 960-9808,,C1597205,diner,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:55.541Z,pending
20 Coffee Shop 2,Active,California,2025-04-04,Sample Agent 2,4633 Main St,Sacramento,CA,95747,Sacramento,(916) 644-7108,,C6793127,coffee shop,CA_SOS_Scraper_Generated,high,2026-05-07T20:47:55.541Z,pending
20 Taqueria 1,Active,California,2024-06-16,Sample Agent 1,6034 Market St,Anaheim,CA,90178,Los Angeles,(213) 804-3639,,C2085356,taqueria,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:55.513Z,pending
20 Diner 2,Active,California,2024-09-10,Sample Agent 2,7433 Wilshire Blvd,Sacramento,CA,95335,Sacramento,(916) 345-4491,,C3508542,diner,CA_SOS_Scraper_Generated,high,2026-05-07T20:47:55.513Z,pending
20 Cafe 3,Active,California,2017-03-09,Sample Agent 3,3028 1st St,Oakland,CA,94513,Los Angeles,(213) 729-3729,,C8568379,cafe,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:55.513Z,pending
20 Diner 1,Active,California,2017-09-15,Sample Agent 1,6662 Wilshire Blvd,Oakland,CA,94712,Los Angeles,(213) 173-1210,,C7044997,diner,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:55.537Z,pending
20 Coffee Shop 2,Active,California,2013-10-24,Sample Agent 2,953 Sunset Blvd,Santa Ana,CA,9234,Santa Clara,(213) 942-7715,,C6986566,coffee shop,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:55.537Z,pending
20 Coffee Shop 3,Active,California,2010-05-03,Sample Agent 3,3191 Hollywood Blvd,Santa Ana,CA,92349,Santa Clara,(213) 301-1754,,C9070103,coffee shop,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:55.537Z,pending
20 Taqueria 1,Inactive,California,2013-03-11,Sample Agent 1,8463 Mission St,Oakland,CA,94457,Los Angeles,(213) 588-4114,,C3619613,taqueria,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:55.492Z,pending
20 Diner 2,Active,California,2013-07-04,Sample Agent 2,4779 Market St,Anaheim,CA,90953,Los Angeles,(213) 270-2201,,C7149817,diner,CA_SOS_Scraper_Generated,high,2026-05-07T20:47:55.492Z,pending
20 Cafe 3,Active,California,2025-09-19,Sample Agent 3,1563 Sunset Blvd,Los Angeles,CA,90210,Los Angeles,(213) 551-8731,,C5813729,cafe,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:55.492Z,pending
20 Taqueria 1,Active,California,2020-10-28,Sample Agent 1,3318 Market St,San Francisco,CA,94198,San Diego,(415) 929-4280,,C6427717,taqueria,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:55.495Z,pending
