business_name,category,address,neighborhood,city,state,postal_code,phone,country,source,date_scraped,rfc,employee_count,status
Providencia Alimentos S. de R.L.,Alimentos,290 Av. Lázaro Cárdenas,Monraz,Guadalajara,Jalisco,44516,33-7720-8256,México,Registro Público de Jalisco,2026-05-07T20:56:56.223325,VXY473121IL,11-50,Activo
Minerva Tecnología S.A. de C.V.,Tecnología,400 Av. López Mateos,Minerva,Guadalajara,Jalisco,44508,33-8607-9220,México,Registro Público de Jalisco,2026-05-07T20:56:56.223333,JXT911080CN,51-200,Activo
Jalisco Textiles Soluciones,Textiles,78 Av. Vallarta,Providencia,Guadalajara,Jalisco,44869,33-2145-3416,México,Registro Público de Jalisco,2026-05-07T20:56:56.223341,FIX497131MS,200+,Activo
Omnilife Agroindustria S.A. de C.V.,Agroindustria,92 Av. Glorieta,Monraz,Guadalajara,Jalisco,44214,33-3402-1151,México,Registro Público de Jalisco,2026-05-07T20:56:56.223348,NQI845192ON,1-10,Activo
Omnilife Textiles Servicios,Textiles,110 Av. Tepeyac,Americana,Guadalajara,Jalisco,44801,33-1723-8308,México,Registro Público de Jalisco,2026-05-07T20:56:56.223359,TOX576437RM,200+,Activo
Tapatío Textiles Servicios,Textiles,121 Av. Américas,Minerva,Guadalajara,Jalisco,44894,33-9605-6310,México,Registro Público de Jalisco,2026-05-07T20:56:56.223367,YEB945913ES,1-10,Activo
Guadalajara Logística S. de R.L.,Logística,74 Av. Lázaro Cárdenas,Americana,Guadalajara,Jalisco,44897,33-7559-3077,México,Registro Público de Jalisco,2026-05-07T20:56:56.223374,VSQ151088MK,1-10,Activo
Andares Construcción Servicios,Construcción,43 Av. Minerva,Americana,Guadalajara,Jalisco,44670,33-9483-6261,México,Registro Público de Jalisco,2026-05-07T20:56:56.223382,DXH225579AC,1-10,Activo
Tapatía Textiles S.C.,Textiles,143 Av. Américas,Minerva,Guadalajara,Jalisco,44964,33-8446-4797,México,Registro Público de Jalisco,2026-05-07T20:56:56.223390,GTF193886YW,200+,Activo
Tequila Agroindustria S.A. de C.V.,Agroindustria,357 Av. Patria,Monraz,Guadalajara,Jalisco,44595,33-4041-4369,México,Registro Público de Jalisco,2026-05-07T20:56:56.223435,NSS244776ZT,1-10,Activo
Andares Agroindustria S.A. de C.V.,Agroindustria,349 Av. Lázaro Cárdenas,Monraz,Guadalajara,Jalisco,44532,33-3219-4454,México,Registro Público de Jalisco,2026-05-07T20:56:56.223444,PVO306115WO,51-200,Activo
Minerva Alimentos Servicios,Alimentos,202 Av. Lázaro Cárdenas,Americana,Guadalajara,Jalisco,44968,33-4738-6262,México,Registro Público de Jalisco,2026-05-07T20:56:56.223454,SPW923295LK,200+,Activo
Tequila Construcción Soluciones,Construcción,230 Av. Patria,Ciudad del Sol,Guadalajara,Jalisco,44516,33-8797-2649,México,Registro Público de Jalisco,2026-05-07T20:56:56.223462,FVZ372440MX,51-200,Activo
Omnilife Turismo Grupo,Turismo,378 Av. Minerva,Providencia,Guadalajara,Jalisco,44561,33-7658-1587,México,Registro Público de Jalisco,2026-05-07T20:56:56.223469,GLE117084FY,11-50,Activo
Tapatía Manufactura Servicios,Manufactura,385 Av. Vallarta,Lomas del Valle,Guadalajara,Jalisco,44798,33-7485-2887,México,Registro Público de Jalisco,2026-05-07T20:56:56.223481,YDB770360EY,51-200,Activo
Tapatía Textiles Servicios,Textiles,455 Av. Tepeyac,Chapultepec,Guadalajara,Jalisco,44654,33-2431-5347,México,Registro Público de Jalisco,2026-05-07T20:56:56.223488,KSJ749751VV,51-200,Activo
Tapatía Construcción Grupo,Construcción,418 Av. Lázaro Cárdenas,Ciudad del Sol,Guadalajara,Jalisco,44614,33-4613-9324,México,Registro Público de Jalisco,2026-05-07T20:56:56.223500,CVR512502AN,51-200,Activo
Tapatío Manufactura Soluciones,Manufactura,411 Av. Lázaro Cárdenas,Minerva,Guadalajara,Jalisco,44417,33-4676-9785,México,Registro Público de Jalisco,2026-05-07T20:56:56.223508,SCU369018JS,200+,Activo
Minerva Comercio S.C.,Comercio,481 Av. López Mateos,Del Valle,Guadalajara,Jalisco,44114,33-6155-8988,México,Registro Público de Jalisco,2026-05-07T20:56:56.223516,MNJ600645GJ,1-10,Activo
Tapatía Servicios S. de R.L.,Servicios,126 Av. Vallarta,Ciudad del Sol,Guadalajara,Jalisco,44861,33-8219-4679,México,Registro Público de Jalisco,2026-05-07T20:56:56.223523,VFZ154962TQ,200+,Activo
Andares Manufactura S.C.,Manufactura,193 Av. Lázaro Cárdenas,Chapultepec,Guadalajara,Jalisco,44474,33-5209-7527,México,Registro Público de Jalisco,2026-05-07T20:56:56.223531,MZW210411JP,200+,Activo
Tapatía Tecnología S.A. de C.V.,Tecnología,288 Av. Patria,El Bajío,Guadalajara,Jalisco,44914,33-2821-3524,México,Registro Público de Jalisco,2026-05-07T20:56:56.223539,GDH251064AZ,1-10,Activo
