business_name,category,address,neighborhood,city,state,postal_code,phone,country,source,date_scraped,rfc,employee_count,status
San Pedro Electrónica S.A. de C.V.,Electrónica,85 Revolución,Obispado,Monterrey,Nuevo León,64762,81-2508-1724,México,Registro Público de Nuevo León,2026-05-07T20:56:56.301360,SXL871831KI,1-10,Activo
San Pedro Electrónica Servicios,Electrónica,163 Garza Sada,Centro,Monterrey,Nuevo León,64741,81-1454-8979,México,Registro Público de Nuevo León,2026-05-07T20:56:56.301381,FQX525386HO,200+,Activo
Valle Oriente Manufactura Servicios,Manufactura,409 Revolución,Obispado,Monterrey,Nuevo León,64003,81-1443-8741,México,Registro Público de Nuevo León,2026-05-07T20:56:56.306429,ASH465874WO,1-10,Activo
Sultana Manufactura Corporativo,Manufactura,299 Gonzalitos,Cumbres,Monterrey,Nuevo León,64246,81-3096-5292,México,Registro Público de Nuevo León,2026-05-07T20:56:56.306457,VYH225695ZY,11-50,Activo
Nuevo León Construcción S.A. de C.V.,Construcción,481 Vasconcelos,Carrizalejo,Monterrey,Nuevo León,64514,81-1906-5490,México,Registro Público de Nuevo León,2026-05-07T20:56:56.306467,BWL800487WY,51-200,Activo
Paseo Comercio Servicios,Comercio,330 Fundidora,Centro,Monterrey,Nuevo León,64784,81-9413-3025,México,Registro Público de Nuevo León,2026-05-07T20:56:56.306482,UVE111460XP,1-10,Activo
Paseo Acero Servicios,Acero,437 Gonzalitos,Carrizalejo,Monterrey,Nuevo León,64306,81-3215-7529,México,Registro Público de Nuevo León,2026-05-07T20:56:56.306492,BYG397734JR,51-200,Activo
Constitución Manufactura S.A. de C.V.,Manufactura,311 Washington,Carrizalejo,Monterrey,Nuevo León,64025,81-3438-3485,México,Registro Público de Nuevo León,2026-05-07T20:56:56.306508,WBD698942UW,11-50,Activo
Paseo Construcción S. de R.L.,Construcción,465 Chipinque,Valle Oriente,Monterrey,Nuevo León,64786,81-7183-7171,México,Registro Público de Nuevo León,2026-05-07T20:56:56.306519,VTL115569LZ,51-200,Activo
Regiomontano Construcción Servicios,Construcción,252 Constitución,San Pedro,Monterrey,Nuevo León,64863,81-7987-7043,México,Registro Público de Nuevo León,2026-05-07T20:56:56.306536,RMD249033CJ,51-200,Activo
Monterrey Construcción S. de R.L.,Construcción,416 Lázaro Cárdenas,Centro,Monterrey,Nuevo León,64624,81-6941-1296,México,Registro Público de Nuevo León,2026-05-07T20:56:56.306548,NAP184211WJ,51-200,Activo
Regiomontano Automotriz S.A. de C.V.,Automotriz,461 Lázaro Cárdenas,Obispado,Monterrey,Nuevo León,64683,81-5161-6667,México,Registro Público de Nuevo León,2026-05-07T20:56:56.306563,BWZ390164OI,11-50,Activo
Sultana Automotriz S.A. de C.V.,Automotriz,550 Fundidora,Centro,Monterrey,Nuevo León,64191,81-5481-6415,México,Registro Público de Nuevo León,2026-05-07T20:56:56.306574,BZN864967UA,51-200,Activo
