Store_ID,Store_Name,Address,City,State,ZIP,Phone,Status,Latitude,Longitude,Timezone,Order_URL
4374485,NV - Teriyaki Madness Elko,"1657 Mountain City Hwy #104 Elko, NV, 89801",,NV,,775-753-8623,OPEN,40.8317497,-115.7849541,America/Boise,https://order.teriyakimadness.com/menu/elko
4374612,NV - Teriyaki Madness Harmon Square,"4503 Paradise Road #320 Las Vegas, NV, 89169",,NV,,702-463-8205,OPEN,36.1074839,-115.1531037,America/Los_Angeles,https://order.teriyakimadness.com/menu/harmon-square
4374486,NV - Teriyaki Madness Henderson,"Henderson, NV, USA",Henderson,Nevada,,,COMING SOON,36.0395247,-114.9817213,America/Los_Angeles,
4374488,NV - Teriyaki Madness Horizon Ridge,"Black Mountain Marketplace, 72 W Horizon Ridge Pkwy b 105, Henderson, NV 89012, USA",Henderson,Nevada,89012,(702) 473-9273,OPEN,36.0131154,-114.9925655,America/Los_Angeles,https://order.teriyakimadness.com/menu/horizon-ridge
4374613,NV - Teriyaki Madness Lake Mead,"7481 West Lake Mead Las Vegas, NV, 89128",,NV,,702-982-8623,OPEN,36.1955725,-115.2567757,America/Los_Angeles,https://order.teriyakimadness.com/menu/lake-mead-2
4374614,NV - Teriyaki Madness Maryland,"9845 S Maryland Pkwy Suite C Las Vegas, NV, 89183",,NV,,702-252-8623,OPEN,36.0107204,-115.1371758,America/Los_Angeles,https://order.teriyakimadness.com/menu/maryland
8852339,NV - Teriyaki Madness Pahrump,"240 S Hwy 160, Unit 17, Pahrump, NV 89048",Pahrump,Nevada,,7758779670,OPEN,36.2082943,-115.9839147,America/Los_Angeles,https://order.teriyakimadness.com/menu/teriyaki-madness-pahrump
4374618,NV - Teriyaki Madness Reno,"13963 S Virginia St, Suite 904 Reno, NV, 89511",,NV,,775-851-6051,OPEN,39.4032081,-119.7483969,America/Boise,https://order.teriyakimadness.com/menu/summit-reno
12113962,NV - Teriyaki Madness Reno,"Reno, NV, USA",Reno,Nevada,,,COMING SOON,39.5299190,-119.8142691,America/Los_Angeles,
4374615,NV - Teriyaki Madness Sahara Pavilion South,"2530 S Decatur Blvd Suite 110 Las Vegas, NV, 89102",,NV,,702-436-1060,OPEN,36.1440427,-115.2069327,America/Los_Angeles,https://order.teriyakimadness.com/menu/sahara-pavillion-south
4374490,NV - Teriyaki Madness Stephanie,"43 S Stephanie St ste 160, Henderson, NV 89012, USA",Henderson,Nevada,89012,702-228-8623,OPEN,36.0274328,-115.0492526,America/Los_Angeles,https://order.teriyakimadness.com/menu/stepahnie
4374616,NV - Teriyaki Madness The Lakes Plaza,"9151 W. Sahara #104 Las Vegas, NV, 89117",,NV,,702-331-6756,OPEN,36.1440277,-115.2972323,America/Los_Angeles,https://order.teriyakimadness.com/menu/lakes-plaza
4374617,NV - Teriyaki Madness Warm Springs,"8520 W Warm Springs Rd. Suite 103 Las Vegas, NV, 89113",,NV,,702-878-8623,OPEN,36.0559072,-115.2779011,America/Los_Angeles,http://order.teriyakimadness.com/menu/warm-springs
4374589,NV - Teriyaki Madness Wigwam,"2548 Wigwam Pkwy #150, Henderson, NV 89074, USA",Henderson,Nevada,89074,702-898-8623,OPEN,36.0351940,-115.0981684,America/Los_Angeles,https://order.teriyakimadness.com/menu/wigwam
8944356,NY - Teriyaki Madness East Harlem,"203 E 125th St, New York, NY 10035, USA",New York,New York,10035,(917) 675-7100,OPEN,40.8037525,-73.9353523,America/New_York,https://order.teriyakimadness.com/menu/new-york-city
10422908,OH - Teriyaki Madness Fairfield Township,"Princeton Rd, Fairfield Township",Fairfield Township,OH,,,COMING SOON,39.3906966,-84.5057714,America/New_York,
12166180,OH - Teriyaki Madness Miamisburg,"Miamisburg, OH, USA",Miamisburg,Ohio,,,COMING SOON,39.6428362,-84.2866083,America/New_York,
6361083,OH - Teriyaki Madness Strongsville,"17818 Royalton Rd, Strongsville, OH 44136, USA",Strongsville,Ohio,44136,(440) 638-4523,OPEN,41.3134454,-81.8251849,America/New_York,https://order.teriyakimadness.com/menu/strongsville
4363016,OH - Teriyaki Madness Westerville,"833 Polaris Pkwy Westerville, OH, 43082",,OH,,(614) 392-2171,OPEN,40.1441029,-82.9579719,America/Indiana/Vevay,https://order.teriyakimadness.com/menu/teriyaki-madness-westerville
4363017,OH - Teriyaki Madness Westerville,"833 Polaris Pkwy Westerville, OH, 43082",,OH,,(614) 392-2171,OPEN,40.1441029,-82.9579719,America/Indiana/Vevay,https://order.teriyakimadness.com/menu/teriyaki-madness-westerville
5590812,OK - Teriyaki Madness Midwest City,"5910 SE 15th St ste 5, Midwest City, OK 73110, USA",Midwest City,Oklahoma,73110,4054553995,OPEN,35.4492750,-97.4187372,America/Denver,https://order.teriyakimadness.com/menu/midwest-city
4363027,OK - Teriyaki Madness North Penn,"15124 Lleytons Court #104 Oklahoma City, OK, 73013",,OK,,405-726-0853,OPEN,35.6244364,-97.5518374,America/Denver,https://order.teriyakimadness.com/menu/oklahoma-city
4363028,OR - Teriyaki Madness Bend,"2680 NE Highway 20, Suite 340 Bend, OR, 97701",,OR,,541-797-0261,OPEN,44.0553152,-121.2643650,America/Boise,https://order.teriyakimadness.com/menu/bend
4363029,OR - Teriyaki Madness Eugene,"45 Division Ave Ste J Eugene, OR, 97404",,OR,,541-357-4894,OPEN,44.1006831,-123.1289456,America/Boise,https://order.teriyakimadness.com/menu/eugene
4363031,PA - Teriyaki Madness Chambersburg,"243 Walker Road, Unit 2 Chambersburg, PA, 17201",,PA,,717-496-8929,OPEN,39.9344649,-77.6325034,America/New_York,https://order.teriyakimadness.com/menu/teriyaki-madness-4
4363032,PA - Teriyaki Madness Harrisburg,"4635 High Point Blvd. Harrisburg, PA, 17111",,PA,,717-559-0692,OPEN,40.2444931,-76.8045502,America/New_York,https://order.teriyakimadness.com/menu/harrisburg
4363034,PA - Teriyaki Madness King of Prussia,"Prussia, PA",,PA,,,COMING SOON,40.1012856,-75.3835525,America/New_York,
4363076,SD - Teriyaki Madness Sioux Falls,"4812 S. Louise Avenue Sioux Falls, SD, 57106",,,,605-271-1119,OPEN,43.5014100,-96.7704900,America/North_Dakota/New_Salem,https://order.teriyakimadness.com/menu/louise
4363078,TN - Chattanooga,"Chattanooga, TN, USA",Chattanooga,Tennessee,,,COMING SOON,35.0456297,-85.3096801,America/Kentucky/Monticello,
4363077,TN - Teriyaki Madness Brentwood,"Brentwood, TN, USA",Brentwood,Tennessee,,6156168623,OPEN,36.0331164,-86.7827772,America/Kentucky/Monticello,https://order.teriyakimadness.com/menu/brentwood
13939003,TN - Teriyaki Madness Franklin,"2000 Mallory Ln suite 615, Franklin, TN 37067, USA",Franklin,Tennessee,37067,,COMING SOON,35.9487523,-86.8171559,America/Chicago,
4363081,TN - Teriyaki Madness Henderson,"1006 Glenbrook Way, Suite 110 Hendersonville, TN, 37075",,TN,,615-264-7090,OPEN,36.3341064,-86.6195067,America/Kentucky/Monticello,https://order.teriyakimadness.com/menu/teriyaki-madness-glenbrook-north
13411460,TN - Teriyaki Madness Murfreesboro,"5619 Franklin Rd ste b5, Murfreesboro, TN 37128, USA",Murfreesboro,Tennessee,37128,(615) 225-8920,OPEN,35.8430738,-86.4924247,America/Chicago,https://order.teriyakimadness.com/menu/murfreesboro
4314388,TX - Teriyaki Madness Atlanta,"1923 Howell Mill Rd NW, Atlanta, GA 30318, USA",Atlanta,Georgia,30318,4045499665,OPEN,33.8072807,-84.4123762,America/New_York,https://order.teriyakimadness.com/menu/howell-mill-rd
4364611,TX - Teriyaki Madness Conroe,"381 South Loop 336W, Suite 1100 Conroe, TX, 77304",,TX,,936-267-2918,OPEN,30.2786424,-95.4664204,America/Matamoros,https://order.teriyakimadness.com/menu/teriyaki-madness-conroe
9416663,TX - Teriyaki Madness Cypress,"14119 Grant Rd, Cypress, TX 77429, USA",Cypress,TX,77429-1396,346-248-6015,OPEN,30.0048155,-95.6384221,America/Chicago,https://order.teriyakimadness.com/menu/rock-creek
4364612,TX - Teriyaki Madness Dallas,"Dallas, TX, USA",Dallas,Texas,,,COMING SOON,32.7766642,-96.7969879,America/Matamoros,
8913110,TX - Teriyaki Madness Del Rio,"2409 Veterans Blvd suite 12, Del Rio, TX 78840, USA",Del Rio,Texas,78840,830-320-8078,OPEN,29.3941829,-100.9041189,America/Chicago,https://order.teriyakimadness.com/menu/teriyaki-madness-9
4364679,TX - Teriyaki Madness Fulshear,"6300 FM 1463 Ste 300 Fulshear, TX, 77494",,TX,,(281) 346-8192,OPEN,29.6994641,-95.8468249,America/Matamoros,https://order.teriyakimadness.com/menu/teriyaki-madness-cross-creek
4364697,TX - Teriyaki Madness Houston,"19227 Katy Fwy, Houston, TX 77094, USA",Houston,Texas,77094,281-206-7951,OPEN,29.7849198,-95.7185048,America/Matamoros,https://order.teriyakimadness.com/menu/katy-green
4364699,TX - Teriyaki Madness Humble,"Farm to Market 1960 Rd E, Humble, TX, USA",Humble,Texas,77338,(281) 973-9884,OPEN,29.9994232,-95.2437447,America/Matamoros,https://order.teriyakimadness.com/menu/west-lake-crossing
4364700,TX - Teriyaki Madness Katy,"25705 Katy Fwy Ste 110 Katy, TX, 77494",,TX,,(346) 355-8623,OPEN,29.7759095,-95.8220748,America/Matamoros,https://order.teriyakimadness.com/menu/katy-main
8999927,TX - Teriyaki Madness Longview,"2501 Judson Rd suite a, Longview, TX 75605, USA",Longview,Texas,75605,903-686-1041,OPEN,32.5389384,-94.7459044,America/Chicago,https://order.teriyakimadness.com/menu/longview
11623986,TX - Teriyaki Madness McAllen,"7600 N 10th St ste 800d, McAllen, TX 78504, USA",McAllen,Texas,78504,,COMING SOON,26.2700993,-98.2160857,America/Chicago,
4364698,TX - Teriyaki Madness Parkway Village,"13410 Briar Forest Dr Houston, TX, 77077",,TX,,832-877-3377,OPEN,29.7558867,-95.6260400,America/Matamoros,https://order.teriyakimadness.com/menu/houston-cyprus-tx
14272742,TX - Teriyaki Madness Pharr,"Pharr, TX 78577, USA",Pharr,Texas,78577,,COMING SOON,26.1947962,-98.1836216,America/Chicago,
4374469,TX - Teriyaki Madness Round Rock,"2800 S. IH-35, Ste. 140 Round Rock, TX, 78681",,TX,,737-212-8623,OPEN,30.4817656,-97.6769438,America/Matamoros,https://order.teriyakimadness.com/menu/round-rock
7800596,TX - Teriyaki Madness University Heights,"12822 W IH-10, Suite 206, San Antonio, Texas, 79249, US",San Antonio,Texas,79249,210-626-8018,OPEN,29.5643541,-98.5923954,America/Chicago,https://order.teriyakimadness.com/menu/university-heights
4374474,UT - Teriyaki Madness Pineview Plaza,"2376 E Red Cliffs Drive, Ste 502 St. George, UT, 84790",,UT,,435-216-7946,OPEN,37.1234787,-113.5323601,America/Phoenix,https://order.teriyakimadness.com/menu/pineview-plaza
4374476,UT - Teriyaki Madness Red Rock Commons,"15 South River Road Suite #320 St. George, UT, 84790",,UT,,(435) 673-4078,OPEN,37.1066863,-113.5539474,America/Phoenix,https://order.teriyakimadness.com/menu/red-rock-commons-saint-george
4374472,UT - Teriyaki Madness Salt Lake City,"Salt Lake City, UT, USA",Salt Lake City,Utah,,,COMING SOON,40.7607793,-111.8910474,America/Boise,
4374473,UT - Teriyaki Madness Spanish Fork,"788 N 800 E Spanish Fork, UT, 84660",,UT,,(801) 504-6868,OPEN,40.1196384,-111.6400115,America/Boise,https://order.teriyakimadness.com/menu/spanish-fork
13459876,VA - Teriyaki Madness Hampton,"2033 Coliseum Dr, Hampton, VA 23666, USA",Hampton,Virginia,23666,,COMING SOON,37.0455949,-76.3908761,America/New_York,
4374477,VA - Teriyaki Madness Landstown Center,"1912 Landstown Centre Way Virginia Beach, VA, 23456",,VA,,757-689-6644,OPEN,36.7721883,-76.0877534,America/New_York,https://order.teriyakimadness.com/menu/landstown-centre
13210510,VA - Teriyaki Madness Lightfoot,"Lightfoot, VA, USA",Lightfoot,Virginia,,,COMING SOON,37.3458094,-76.7572857,America/New_York,
7863803,VA - Teriyaki Madness Midlothian,"14273 Winterview Pkwy, Midlothian, VA 23113, USA",Midlothian,Virginia,23113,,OPEN,37.5069072,-77.6651067,America/New_York,https://order.teriyakimadness.com/menu/midlothian
5590823,VA - Teriyaki Madness Virginia,"Virginia, USA",,Virginia,,,COMING SOON,37.4315734,-78.6568942,America/New_York,
13210507,VA - Teriyaki Madness Williamsburg,"Williamsburg, VA, USA",Williamsburg,Virginia,,,COMING SOON,37.2707022,-76.7074571,America/New_York,
4374478,WI - Teriyaki Madness Brookfield,"920 S Moorland Rd. Suite 300 Brookfield, WI, 53005-6946",,WI,,262-505-5959,OPEN,43.0220179,-88.1062549,America/Chicago,https://order.teriyakimadness.com/menu/brookfield
4374480,WI - Teriyaki Madness Hales Corner,"5730 S 108th Street Hales Corners, WI, 53130",,WI,,414-377-8050,OPEN,42.9401230,-88.0478170,America/Chicago,https://order.teriyakimadness.com/menu/teriyaki-restaurant-106-llc
6470442,WI - Teriyaki Madness Oshkosh,"1834 Oshkosh Ave, Oshkosh, WI 54902, USA",Oshkosh,Wisconsin,54902,9203851592,OPEN,44.0332533,-88.5764982,America/Menominee,https://order.teriyakimadness.com/menu/teriyaki-madness-oshkosh
5141843,WV - Teriyaki Madness Barboursville,"6304 US-60, Barboursville, WV 25504, USA",Barboursville,West Virginia,25504,3049486351,OPEN,38.4142083,-82.3034701,America/Indiana/Vevay,https://order.teriyakimadness.com/menu/teriyaki-madness-barborsville213
4639264,WV - Teriyaki Madness Fairmont,"Fairmont, WV 26554, USA",Fairmont,West Virginia,26554,(681) 404-5374,OPEN,39.4850848,-80.1425781,America/Detroit,https://order.teriyakimadness.com/menu/fairmont
14160592,WV - Teriyaki Madness Princeton,"1010 Oakvale Rd, Princeton, WV 24740, USA",Princeton,West Virginia,24740,(304) 487-3368,OPEN,37.3632046,-81.0529756,America/New_York,https://order.teriyakimadness.com/menu/teriyaki-madness-princeton
