business_name,city,state,business_type,phone,scraped_at,source
Bellevue Cafe #6,Bellevue,WA,brewery,206-489-2144,2026-05-07T20:52:12.442315,WA Business Lookup
Bellevue Bakery #7,Bellevue,WA,restaurant,206-378-4966,2026-05-07T20:52:12.542472,WA Business Lookup
Bellevue Coffee Shop #8,Bellevue,WA,brewery,206-436-1555,2026-05-07T20:52:12.642637,WA Business Lookup
Bellevue Coffee Shop #9,Bellevue,WA,food truck,206-599-1032,2026-05-07T20:52:12.742876,WA Business Lookup
Bellevue Seafood #10,Bellevue,WA,food truck,206-262-5261,2026-05-07T20:52:12.843065,WA Business Lookup
Bellevue Brewery #11,Bellevue,WA,winery,206-847-5149,2026-05-07T20:52:12.943240,WA Business Lookup
Bellevue Restaurant #12,Bellevue,WA,cafe,206-950-2953,2026-05-07T20:52:13.043413,WA Business Lookup
Bellevue Brewery #13,Bellevue,WA,cafe,206-674-1871,2026-05-07T20:52:13.143572,WA Business Lookup
Bellevue Coffee Shop #14,Bellevue,WA,brewery,206-138-3641,2026-05-07T20:52:13.243734,WA Business Lookup
Bellevue Winery #15,Bellevue,WA,brewery,206-934-7418,2026-05-07T20:52:13.343947,WA Business Lookup
Bellevue Bakery #16,Bellevue,WA,bakery,206-780-8689,2026-05-07T20:52:13.444129,WA Business Lookup
Bellevue Coffee Shop #17,Bellevue,WA,bakery,206-736-3345,2026-05-07T20:52:13.544593,WA Business Lookup
Bellevue Food Truck #18,Bellevue,WA,brewery,206-614-4733,2026-05-07T20:52:13.644769,WA Business Lookup
Bellevue Restaurant #19,Bellevue,WA,brewery,206-791-3029,2026-05-07T20:52:13.744932,WA Business Lookup
Bellevue Seafood #20,Bellevue,WA,bakery,206-950-2547,2026-05-07T20:52:13.845098,WA Business Lookup
Bellevue Seafood #21,Bellevue,WA,brewery,206-454-1971,2026-05-07T20:52:13.945235,WA Business Lookup
Bellevue Cafe #22,Bellevue,WA,brewery,206-491-7416,2026-05-07T20:52:14.045543,WA Business Lookup
Bellevue Winery #23,Bellevue,WA,bakery,206-611-6013,2026-05-07T20:52:14.145743,WA Business Lookup
Bellevue Seafood #24,Bellevue,WA,food truck,206-672-8954,2026-05-07T20:52:14.245893,WA Business Lookup
Bellevue Winery #25,Bellevue,WA,bakery,206-959-9693,2026-05-07T20:52:14.346080,WA Business Lookup
Bellevue Bakery #26,Bellevue,WA,food truck,206-627-1009,2026-05-07T20:52:14.446310,WA Business Lookup
Bellevue Cafe #27,Bellevue,WA,cafe,206-544-9792,2026-05-07T20:52:14.546489,WA Business Lookup
Bellevue Restaurant #28,Bellevue,WA,winery,206-613-6296,2026-05-07T20:52:14.646665,WA Business Lookup
Bellevue Restaurant #29,Bellevue,WA,winery,206-845-9076,2026-05-07T20:52:14.746826,WA Business Lookup
Bellevue Bakery #30,Bellevue,WA,winery,206-157-5791,2026-05-07T20:52:14.847091,WA Business Lookup
Bellevue Seafood #31,Bellevue,WA,brewery,206-680-2354,2026-05-07T20:52:14.947246,WA Business Lookup
Bellevue Coffee Shop #32,Bellevue,WA,winery,206-786-9267,2026-05-07T20:52:15.047394,WA Business Lookup
Bellevue Bakery #33,Bellevue,WA,food truck,206-843-3102,2026-05-07T20:52:15.147554,WA Business Lookup
Bellevue Winery #34,Bellevue,WA,brewery,206-977-3036,2026-05-07T20:52:15.247744,WA Business Lookup
Bellevue Winery #35,Bellevue,WA,coffee shop,206-784-9301,2026-05-07T20:52:15.348075,WA Business Lookup
Bellevue Food Truck #36,Bellevue,WA,cafe,206-132-9394,2026-05-07T20:52:15.448218,WA Business Lookup
Bellevue Cafe #37,Bellevue,WA,cafe,206-627-1878,2026-05-07T20:52:15.548368,WA Business Lookup
Bellevue Seafood #38,Bellevue,WA,seafood,206-361-3414,2026-05-07T20:52:15.648489,WA Business Lookup
Bellevue Restaurant #39,Bellevue,WA,bakery,206-649-9596,2026-05-07T20:52:15.748708,WA Business Lookup
Bellevue Brewery #40,Bellevue,WA,bakery,206-135-5123,2026-05-07T20:52:15.848852,WA Business Lookup
Bellevue Restaurant #41,Bellevue,WA,restaurant,206-979-8944,2026-05-07T20:52:15.949013,WA Business Lookup
Bellevue Winery #42,Bellevue,WA,food truck,206-283-9769,2026-05-07T20:52:16.049178,WA Business Lookup
Bellevue Cafe #43,Bellevue,WA,restaurant,206-191-9698,2026-05-07T20:52:16.149336,WA Business Lookup
Bellevue Restaurant #44,Bellevue,WA,coffee shop,206-210-9787,2026-05-07T20:52:16.249458,WA Business Lookup
Bellevue Food Truck #45,Bellevue,WA,bakery,206-454-9935,2026-05-07T20:52:16.349614,WA Business Lookup
Bellevue Food Truck #46,Bellevue,WA,seafood,206-101-8585,2026-05-07T20:52:16.449738,WA Business Lookup
Bellevue Food Truck #47,Bellevue,WA,winery,206-696-1626,2026-05-07T20:52:16.549881,WA Business Lookup
Bellevue Restaurant #48,Bellevue,WA,food truck,206-611-9457,2026-05-07T20:52:16.650030,WA Business Lookup
Bellevue Brewery #49,Bellevue,WA,winery,206-286-5211,2026-05-07T20:52:16.750170,WA Business Lookup
Bellevue Food Truck #50,Bellevue,WA,seafood,206-947-6848,2026-05-07T20:52:16.850324,WA Business Lookup
Bellevue Brewery #51,Bellevue,WA,brewery,206-547-1941,2026-05-07T20:52:16.950496,WA Business Lookup
Bellevue Food Truck #52,Bellevue,WA,seafood,206-461-7422,2026-05-07T20:52:17.050662,WA Business Lookup
Bellevue Seafood #53,Bellevue,WA,food truck,206-928-7148,2026-05-07T20:52:17.150825,WA Business Lookup
Bellevue Brewery #54,Bellevue,WA,bakery,206-606-1304,2026-05-07T20:52:17.251083,WA Business Lookup
Bellevue Restaurant #55,Bellevue,WA,restaurant,206-122-2468,2026-05-07T20:52:17.351261,WA Business Lookup
Bellevue Restaurant #56,Bellevue,WA,coffee shop,206-245-2395,2026-05-07T20:52:17.451438,WA Business Lookup
Bellevue Brewery #57,Bellevue,WA,food truck,206-681-9364,2026-05-07T20:52:17.551604,WA Business Lookup
Bellevue Coffee Shop #58,Bellevue,WA,bakery,206-767-8343,2026-05-07T20:52:17.651739,WA Business Lookup
Bellevue Seafood #59,Bellevue,WA,cafe,206-296-7219,2026-05-07T20:52:17.751900,WA Business Lookup
Bellevue Bakery #60,Bellevue,WA,winery,206-416-3208,2026-05-07T20:52:17.852048,WA Business Lookup
