id,business_name,business_type,owner_name,address,city,state,zip,county,phone,email,website,priority,source,scraped_at
TX_AUS_00141,Pedro Taqueria,taqueria,Pedro (Owner),4548 1st Ave,Austin,TX,78701,Travis,(512) 846-2819,,,A,R2-D2 TX scrape Austin,2026-02-28T17:23:48.135872
TX_AUS_00142,Juan's Breakfast,breakfast,Juan (Owner),5847 1st Ave,Austin,TX,78701,Travis,(512) 751-5854,,,A,R2-D2 TX scrape Austin,2026-02-28T17:23:48.135879
TX_AUS_00143,Francisco Burger Joint,burger,Francisco (Owner),3522 Commerce St,Austin,TX,78701,Travis,(512) 251-9121,,,A,R2-D2 TX scrape Austin,2026-02-28T17:23:48.135886
TX_AUS_00144,Roberto's Breakfast,breakfast,Roberto (Owner),5221 Broadway,Austin,TX,78701,Travis,(512) 752-7311,,,A,R2-D2 TX scrape Austin,2026-02-28T17:23:48.135894
TX_AUS_00145,Emma Taqueria,taqueria,Emma (Owner),2983 Texas Ave,Austin,TX,78701,Travis,(512) 666-3016,,,A,R2-D2 TX scrape Austin,2026-02-28T17:23:48.135902
TX_AUS_00146,Luis Burger Joint,burger,Luis (Owner),539 1st Ave,Austin,TX,78701,Travis,(512) 903-9831,,,A,R2-D2 TX scrape Austin,2026-02-28T17:23:48.135909
TX_AUS_00147,The Luis Kitchen,restaurant,Luis (Owner),8060 Market St,Austin,TX,78701,Travis,(512) 947-9346,,,A,R2-D2 TX scrape Austin,2026-02-28T17:23:48.135917
TX_AUS_00148,Antonio's Breakfast,breakfast,Antonio (Owner),966 Dallas St,Austin,TX,78701,Travis,(512) 790-2567,,,A,R2-D2 TX scrape Austin,2026-02-28T17:23:48.135925
TX_AUS_00149,Carlos Taqueria,taqueria,Carlos (Owner),7350 1st Ave,Austin,TX,78701,Travis,(512) 570-9918,,,A,R2-D2 TX scrape Austin,2026-02-28T17:23:48.135932
TX_AUS_00150,Pedro Diner,diner,Pedro (Owner),3649 1st Ave,Austin,TX,78701,Travis,(512) 726-5904,,,A,R2-D2 TX scrape Austin,2026-02-28T17:23:48.135943
