Business Name,City,County,State,Phone,Address,Type,Source
Humboldt Cafe,Humboldt,Humboldt,CA,(831) 848-7199,,Restaurant,CA_SOS_Scraper_V3
Humboldt Cafe Inc,Humboldt,Humboldt,CA,(442) 444-7465,,Restaurant,CA_SOS_Scraper_V3
Humboldt Market,Humboldt,Humboldt,CA,(530) 379-6848,,Restaurant,CA_SOS_Scraper_V3
Humboldt Market LLC,Humboldt,Humboldt,CA,(916) 528-2774,,Restaurant,CA_SOS_Scraper_V3
Humboldt Tavern,Humboldt,Humboldt,CA,(559) 716-8010,,Restaurant,CA_SOS_Scraper_V3
Humboldt Tavern Inc,Humboldt,Humboldt,CA,(209) 623-9594,,Restaurant,CA_SOS_Scraper_V3
The Humboldt Restaurant Inc,Humboldt,Humboldt,CA,(442) 823-3187,,Restaurant,CA_SOS_Scraper_V3
The Humboldt Restaurant LLC,Humboldt,Humboldt,CA,(530) 375-4101,,Restaurant,CA_SOS_Scraper_V3
The Humboldt Tavern,Humboldt,Humboldt,CA,(559) 928-7656,,Restaurant,CA_SOS_Scraper_V3
Imperial Bar,Imperial,Imperial,CA,(442) 700-8116,,Restaurant,CA_SOS_Scraper_V3
Imperial Bar Inc,Imperial,Imperial,CA,(707) 478-8199,,Restaurant,CA_SOS_Scraper_V3
Imperial Bar LLC,Imperial,Imperial,CA,(760) 378-1960,,Restaurant,CA_SOS_Scraper_V3
Imperial Cafe Inc,Imperial,Imperial,CA,(916) 564-3272,,Restaurant,CA_SOS_Scraper_V3
Imperial Market,Imperial,Imperial,CA,(916) 464-8366,,Restaurant,CA_SOS_Scraper_V3
Imperial Market Inc,Imperial,Imperial,CA,(442) 688-2346,,Restaurant,CA_SOS_Scraper_V3
Imperial Restaurant,Imperial,Imperial,CA,(559) 475-5372,,Restaurant,CA_SOS_Scraper_V3
Imperial Restaurant LLC,Imperial,Imperial,CA,(530) 922-5300,,Restaurant,CA_SOS_Scraper_V3
Imperial Tavern,Imperial,Imperial,CA,(707) 347-6748,,Restaurant,CA_SOS_Scraper_V3
Imperial Tavern Inc,Imperial,Imperial,CA,(831) 764-1089,,Restaurant,CA_SOS_Scraper_V3
Imperial Tavern LLC,Imperial,Imperial,CA,(530) 346-4633,,Restaurant,CA_SOS_Scraper_V3
The Imperial Cafe LLC,Imperial,Imperial,CA,(530) 768-9314,,Restaurant,CA_SOS_Scraper_V3
The Imperial Market Inc,Imperial,Imperial,CA,(707) 423-9856,,Restaurant,CA_SOS_Scraper_V3
The Imperial Restaurant,Imperial,Imperial,CA,(442) 304-7018,,Restaurant,CA_SOS_Scraper_V3
The Imperial Tavern LLC,Imperial,Imperial,CA,(916) 552-2678,,Restaurant,CA_SOS_Scraper_V3
Inyo Bar Inc,Inyo,Inyo,CA,(916) 818-2016,,Restaurant,CA_SOS_Scraper_V3
Inyo Cafe,Inyo,Inyo,CA,(442) 893-6894,,Restaurant,CA_SOS_Scraper_V3
Inyo Cafe Inc,Inyo,Inyo,CA,(559) 463-6703,,Restaurant,CA_SOS_Scraper_V3
Inyo Cafe LLC,Inyo,Inyo,CA,(916) 999-1791,,Restaurant,CA_SOS_Scraper_V3
Inyo Market,Inyo,Inyo,CA,(916) 736-9014,,Restaurant,CA_SOS_Scraper_V3
Inyo Market Inc,Inyo,Inyo,CA,(760) 429-5447,,Restaurant,CA_SOS_Scraper_V3
Inyo Restaurant,Inyo,Inyo,CA,(442) 697-3773,,Restaurant,CA_SOS_Scraper_V3
Inyo Restaurant LLC,Inyo,Inyo,CA,(831) 541-1871,,Restaurant,CA_SOS_Scraper_V3
Inyo Tavern,Inyo,Inyo,CA,(831) 627-9559,,Restaurant,CA_SOS_Scraper_V3
Inyo Tavern Inc,Inyo,Inyo,CA,(559) 558-4478,,Restaurant,CA_SOS_Scraper_V3
Inyo Tavern LLC,Inyo,Inyo,CA,(831) 888-6743,,Restaurant,CA_SOS_Scraper_V3
The Inyo Bar Inc,Inyo,Inyo,CA,(209) 412-3695,,Restaurant,CA_SOS_Scraper_V3
The Inyo Bar LLC,Inyo,Inyo,CA,(559) 813-2540,,Restaurant,CA_SOS_Scraper_V3
The Inyo Cafe,Inyo,Inyo,CA,(530) 605-1554,,Restaurant,CA_SOS_Scraper_V3
The Inyo Cafe Inc,Inyo,Inyo,CA,(530) 349-9623,,Restaurant,CA_SOS_Scraper_V3
The Inyo Cafe LLC,Inyo,Inyo,CA,(916) 467-8040,,Restaurant,CA_SOS_Scraper_V3
The Inyo Market Inc,Inyo,Inyo,CA,(559) 898-9368,,Restaurant,CA_SOS_Scraper_V3
The Inyo Tavern Inc,Inyo,Inyo,CA,(530) 465-6645,,Restaurant,CA_SOS_Scraper_V3
Bistro on Main,Irvine,Irvine,CA,+19499888870,,Restaurant,daily_scraper
Red Grill Lounge,June Lake,June Lake,CA,+17606487525,,Restaurant,DepotChaos_Enriched
Mountain Mikes Pizza - Arvin,Arvin,Kern,CA,,,Pizza Restaurant,Mountain Mikes Franchise
Bar,Bakersfield,Kern,CA,(805) 834-9348,,Restaurant,CA_SOS_Scraper_V3
Bar & Grill,Bakersfield,Kern,CA,(805) 735-3512,,Restaurant,CA_SOS_Scraper_V3
Bar & Grill Bakersfield,Bakersfield,Kern,CA,(661) 383-5136,,Restaurant,CA_SOS_Scraper_V3
Bar & Grill Bakersfield Heights Inc 98,Bakersfield,Kern,CA,(805) 735-5951,,Restaurant,CA_SOS_Scraper_V3
Bar & Grill Inc,Bakersfield,Kern,CA,(805) 910-9293,,Restaurant,CA_SOS_Scraper_V3
Bar & Grill Kern 90,Bakersfield,Kern,CA,(805) 596-1223,,Restaurant,CA_SOS_Scraper_V3
Bar Bakersfield Co,Bakersfield,Kern,CA,(661) 627-3001,,Restaurant,CA_SOS_Scraper_V3
Bar Co,Bakersfield,Kern,CA,(661) 762-9320,,Restaurant,CA_SOS_Scraper_V3
Bar Inc,Bakersfield,Kern,CA,(805) 619-3110,,Restaurant,CA_SOS_Scraper_V3
Bar Kern 100,Bakersfield,Kern,CA,(805) 803-6467,,Restaurant,CA_SOS_Scraper_V3
Bar Kern Inc,Bakersfield,Kern,CA,(805) 537-1036,,Restaurant,CA_SOS_Scraper_V3
Beverage Store,Bakersfield,Kern,CA,(805) 366-9889,,Restaurant,CA_SOS_Scraper_V3
Beverage Store Group,Bakersfield,Kern,CA,(661) 855-5614,,Restaurant,CA_SOS_Scraper_V3
Beverage Store Inc 68,Bakersfield,Kern,CA,(805) 398-5265,,Restaurant,CA_SOS_Scraper_V3
Bistro Bakersfield,Bakersfield,Kern,CA,(661) 950-3125,,Restaurant,CA_SOS_Scraper_V3
Bistro Company,Bakersfield,Kern,CA,(805) 535-6856,,Restaurant,CA_SOS_Scraper_V3
Bottle Shop,Bakersfield,Kern,CA,(661) 377-2254,,Restaurant,CA_SOS_Scraper_V3
Bottle Shop Bakersfield Heights Inc,Bakersfield,Kern,CA,(805) 702-3238,,Restaurant,CA_SOS_Scraper_V3
Brasserie,Bakersfield,Kern,CA,(805) 578-7779,,Restaurant,CA_SOS_Scraper_V3
Cafe Bakersfield LLC,Bakersfield,Kern,CA,(805) 380-9432,,Restaurant,CA_SOS_Scraper_V3
Cafe Inc,Bakersfield,Kern,CA,(661) 217-7080,,Restaurant,CA_SOS_Scraper_V3
Chophouse,Bakersfield,Kern,CA,(805) 853-9612,,Restaurant,CA_SOS_Scraper_V3
Chophouse Bakersfield Heights,Bakersfield,Kern,CA,(805) 718-9540,,Restaurant,CA_SOS_Scraper_V3
Chophouse Bakersfield LLC,Bakersfield,Kern,CA,(661) 887-1863,,Restaurant,CA_SOS_Scraper_V3
Chophouse Inc,Bakersfield,Kern,CA,(661) 360-9046,,Restaurant,CA_SOS_Scraper_V3
Chophouse Kern,Bakersfield,Kern,CA,(805) 877-7330,,Restaurant,CA_SOS_Scraper_V3
Club Bakersfield LLC,Bakersfield,Kern,CA,(661) 689-4321,,Restaurant,CA_SOS_Scraper_V3
Club LLC,Bakersfield,Kern,CA,(805) 397-5647,,Restaurant,CA_SOS_Scraper_V3
Diner Company,Bakersfield,Kern,CA,(661) 921-8879,,Restaurant,CA_SOS_Scraper_V3
Discount Liquor Bakersfield Heights Company,Bakersfield,Kern,CA,(661) 403-2403,,Restaurant,CA_SOS_Scraper_V3
Discount Liquor Kern 76,Bakersfield,Kern,CA,(661) 666-5833,,Restaurant,CA_SOS_Scraper_V3
Dive Bar,Bakersfield,Kern,CA,(805) 297-8209,,Restaurant,CA_SOS_Scraper_V3
Dive Bar Kern,Bakersfield,Kern,CA,(805) 649-7579,,Restaurant,CA_SOS_Scraper_V3
Eatery,Bakersfield,Kern,CA,(661) 236-5572,,Restaurant,CA_SOS_Scraper_V3
Eatery Co,Bakersfield,Kern,CA,(661) 675-9702,,Restaurant,CA_SOS_Scraper_V3
Eatery Kern,Bakersfield,Kern,CA,(805) 577-8822,,Restaurant,CA_SOS_Scraper_V3
Grill,Bakersfield,Kern,CA,(805) 675-6753,,Restaurant,CA_SOS_Scraper_V3
Grill Bakersfield Company,Bakersfield,Kern,CA,(805) 751-2242,,Restaurant,CA_SOS_Scraper_V3
Grocery Bakersfield Corp,Bakersfield,Kern,CA,(805) 837-1258,,Restaurant,CA_SOS_Scraper_V3
House Bakersfield Valley,Bakersfield,Kern,CA,(661) 669-7493,,Restaurant,CA_SOS_Scraper_V3
House Company,Bakersfield,Kern,CA,(805) 274-4376,,Restaurant,CA_SOS_Scraper_V3
House LLC,Bakersfield,Kern,CA,(805) 292-3706,,Restaurant,CA_SOS_Scraper_V3
Kitchen,Bakersfield,Kern,CA,(661) 751-2338,,Restaurant,CA_SOS_Scraper_V3
Kitchen Bakersfield,Bakersfield,Kern,CA,(805) 620-5667,,Restaurant,CA_SOS_Scraper_V3
Liquor Store Bakersfield Hills,Bakersfield,Kern,CA,(805) 290-1723,,Restaurant,CA_SOS_Scraper_V3
Liquor Store Kern,Bakersfield,Kern,CA,(805) 742-5383,,Restaurant,CA_SOS_Scraper_V3
Lounge,Bakersfield,Kern,CA,(661) 649-1703,,Restaurant,CA_SOS_Scraper_V3
Lounge Bakersfield Heights,Bakersfield,Kern,CA,(661) 263-1442,,Restaurant,CA_SOS_Scraper_V3
Mini Mart Co,Bakersfield,Kern,CA,(661) 585-9105,,Restaurant,CA_SOS_Scraper_V3
Mountain Mikes Pizza - Bakersfield,Bakersfield,Kern,CA,,,Pizza Restaurant,Mountain Mikes Franchise
NewBar & Grill Inc 50,Bakersfield,Kern,CA,(661) 230-4248,,Restaurant,CA_SOS_Scraper_V3
NewBar 75,Bakersfield,Kern,CA,(661) 352-2501,,Restaurant,CA_SOS_Scraper_V3
NewBar Co 68,Bakersfield,Kern,CA,(661) 596-9387,,Restaurant,CA_SOS_Scraper_V3
NewBottle Shop 28,Bakersfield,Kern,CA,(805) 641-5681,,Restaurant,CA_SOS_Scraper_V3
NewBrewery Bakersfield Group 84,Bakersfield,Kern,CA,(805) 314-8212,,Restaurant,CA_SOS_Scraper_V3
NewCatering Bakersfield Group 6,Bakersfield,Kern,CA,(661) 842-3105,,Restaurant,CA_SOS_Scraper_V3
NewHouse Bakersfield 14,Bakersfield,Kern,CA,(805) 915-8779,,Restaurant,CA_SOS_Scraper_V3
NewLounge Kern Group 56,Bakersfield,Kern,CA,(661) 350-7862,,Restaurant,CA_SOS_Scraper_V3
NewMarket Kern Inc 26,Bakersfield,Kern,CA,(805) 553-9457,,Restaurant,CA_SOS_Scraper_V3
NewPlace Corp 66,Bakersfield,Kern,CA,(805) 634-5043,,Restaurant,CA_SOS_Scraper_V3
NewPub Bakersfield Hills 94,Bakersfield,Kern,CA,(661) 501-9583,,Restaurant,CA_SOS_Scraper_V3
NewSports Bar 66,Bakersfield,Kern,CA,(805) 739-7842,,Restaurant,CA_SOS_Scraper_V3
NewSteakhouse 72,Bakersfield,Kern,CA,(805) 220-7681,,Restaurant,CA_SOS_Scraper_V3
NewWine & Spirits Co 29,Bakersfield,Kern,CA,(805) 669-4560,,Restaurant,CA_SOS_Scraper_V3
Nightclub Bakersfield Co,Bakersfield,Kern,CA,(805) 783-7812,,Restaurant,CA_SOS_Scraper_V3
Nightclub Corp,Bakersfield,Kern,CA,(661) 860-3951,,Restaurant,CA_SOS_Scraper_V3
Nightclub Kern,Bakersfield,Kern,CA,(661) 890-9523,,Restaurant,CA_SOS_Scraper_V3
OldBrasserie 54,Bakersfield,Kern,CA,(661) 794-7035,,Restaurant,CA_SOS_Scraper_V3
OldBrewery Bakersfield Corp 70,Bakersfield,Kern,CA,(805) 495-5390,,Restaurant,CA_SOS_Scraper_V3
OldClub Bakersfield Inc 26,Bakersfield,Kern,CA,(661) 431-4677,,Restaurant,CA_SOS_Scraper_V3
OldDiner Bakersfield Hills 9,Bakersfield,Kern,CA,(661) 851-5088,,Restaurant,CA_SOS_Scraper_V3
Place,Bakersfield,Kern,CA,(661) 243-7361,,Restaurant,CA_SOS_Scraper_V3
Place Bakersfield 55,Bakersfield,Kern,CA,(661) 864-1604,,Restaurant,CA_SOS_Scraper_V3
Place Bakersfield Group,Bakersfield,Kern,CA,(805) 930-1179,,Restaurant,CA_SOS_Scraper_V3
Place Bakersfield Heights,Bakersfield,Kern,CA,(805) 820-2186,,Restaurant,CA_SOS_Scraper_V3
Place Co,Bakersfield,Kern,CA,(661) 240-3235,,Restaurant,CA_SOS_Scraper_V3
Pub,Bakersfield,Kern,CA,(661) 693-4862,,Restaurant,CA_SOS_Scraper_V3
Pub Bakersfield,Bakersfield,Kern,CA,(805) 593-2011,,Restaurant,CA_SOS_Scraper_V3
Pub Bakersfield Company,Bakersfield,Kern,CA,(661) 500-1701,,Restaurant,CA_SOS_Scraper_V3
Pub Bakersfield Corp,Bakersfield,Kern,CA,(661) 338-7866,,Restaurant,CA_SOS_Scraper_V3
Pub Inc,Bakersfield,Kern,CA,(805) 520-2733,,Restaurant,CA_SOS_Scraper_V3
Pub Kern,Bakersfield,Kern,CA,(805) 480-4995,,Restaurant,CA_SOS_Scraper_V3
Restaurant Bakersfield Heights,Bakersfield,Kern,CA,(805) 698-6827,,Restaurant,CA_SOS_Scraper_V3
Restaurant Kern Inc,Bakersfield,Kern,CA,(661) 859-2908,,Restaurant,CA_SOS_Scraper_V3
Saloon Kern 54,Bakersfield,Kern,CA,(805) 626-1150,,Restaurant,CA_SOS_Scraper_V3
Spirits,Bakersfield,Kern,CA,(661) 206-9211,,Restaurant,CA_SOS_Scraper_V3
Sports Bar,Bakersfield,Kern,CA,(661) 368-2798,,Restaurant,CA_SOS_Scraper_V3
Sports Bar LLC 14,Bakersfield,Kern,CA,(805) 916-5874,,Restaurant,CA_SOS_Scraper_V3
Spot LLC,Bakersfield,Kern,CA,(805) 905-2162,,Restaurant,CA_SOS_Scraper_V3
Steakhouse Bakersfield Corp,Bakersfield,Kern,CA,(661) 585-9187,,Restaurant,CA_SOS_Scraper_V3
Steakhouse Bakersfield Inc,Bakersfield,Kern,CA,(661) 476-6597,,Restaurant,CA_SOS_Scraper_V3
Tap Room,Bakersfield,Kern,CA,(805) 434-7166,,Restaurant,CA_SOS_Scraper_V3
Tap Room Bakersfield,Bakersfield,Kern,CA,(805) 925-8350,,Restaurant,CA_SOS_Scraper_V3
Tap Room Kern,Bakersfield,Kern,CA,(661) 797-8159,,Restaurant,CA_SOS_Scraper_V3
Tavern Bakersfield,Bakersfield,Kern,CA,(661) 727-9544,,Restaurant,CA_SOS_Scraper_V3
Tavern Bakersfield Company,Bakersfield,Kern,CA,(661) 628-7214,,Restaurant,CA_SOS_Scraper_V3
Tavern Bakersfield Heights Inc,Bakersfield,Kern,CA,(661) 920-5612,,Restaurant,CA_SOS_Scraper_V3
Tavern Bakersfield Valley Co,Bakersfield,Kern,CA,(805) 897-1000,,Restaurant,CA_SOS_Scraper_V3
Tavern Co,Bakersfield,Kern,CA,(805) 214-7087,,Restaurant,CA_SOS_Scraper_V3
Tavern Company,Bakersfield,Kern,CA,(661) 696-4393,,Restaurant,CA_SOS_Scraper_V3
Tavern Inc,Bakersfield,Kern,CA,(805) 556-1465,,Restaurant,CA_SOS_Scraper_V3
Tavern Kern,Bakersfield,Kern,CA,(661) 607-7395,,Restaurant,CA_SOS_Scraper_V3
Tavern Kern Company,Bakersfield,Kern,CA,(661) 476-2745,,Restaurant,CA_SOS_Scraper_V3
Tavern LLC 30,Bakersfield,Kern,CA,(805) 493-1364,,Restaurant,CA_SOS_Scraper_V3
TheBottle Shop Co 46,Bakersfield,Kern,CA,(805) 899-4665,,Restaurant,CA_SOS_Scraper_V3
TheClub 16,Bakersfield,Kern,CA,(661) 839-4580,,Restaurant,CA_SOS_Scraper_V3
TheConvenience Store Bakersfield Valley 84,Bakersfield,Kern,CA,(805) 314-1532,,Restaurant,CA_SOS_Scraper_V3
TheFine Wines Kern Group 63,Bakersfield,Kern,CA,(661) 781-9017,,Restaurant,CA_SOS_Scraper_V3
Wine & Spirits,Bakersfield,Kern,CA,(805) 263-8777,,Restaurant,CA_SOS_Scraper_V3
Wine & Spirits Bakersfield LLC,Bakersfield,Kern,CA,(661) 787-4857,,Restaurant,CA_SOS_Scraper_V3
Wine Shop,Bakersfield,Kern,CA,(805) 892-9559,,Restaurant,CA_SOS_Scraper_V3
Wine Shop Bakersfield,Bakersfield,Kern,CA,(661) 508-9024,,Restaurant,CA_SOS_Scraper_V3
Wine Shop Bakersfield Company,Bakersfield,Kern,CA,(805) 825-8660,,Restaurant,CA_SOS_Scraper_V3
Wine Shop Kern,Bakersfield,Kern,CA,(661) 674-6149,,Restaurant,CA_SOS_Scraper_V3
Mountain Mikes Pizza - Buttonwillow,Buttonwillow,Kern,CA,,,Pizza Restaurant,Mountain Mikes Franchise
Bar & Grill,Delano,Kern,CA,(805) 229-1297,,Restaurant,CA_SOS_Scraper_V3
Bar & Grill Delano Valley,Delano,Kern,CA,(805) 480-1940,,Restaurant,CA_SOS_Scraper_V3
Bar & Grill LLC,Delano,Kern,CA,(661) 870-5406,,Restaurant,CA_SOS_Scraper_V3
Beverage Store Kern,Delano,Kern,CA,(661) 618-8010,,Restaurant,CA_SOS_Scraper_V3
Bistro,Delano,Kern,CA,(805) 502-7333,,Restaurant,CA_SOS_Scraper_V3
Bistro Corp,Delano,Kern,CA,(661) 844-7136,,Restaurant,CA_SOS_Scraper_V3
Bistro Kern,Delano,Kern,CA,(805) 311-2088,,Restaurant,CA_SOS_Scraper_V3
Bottle Shop Delano,Delano,Kern,CA,(661) 324-5542,,Restaurant,CA_SOS_Scraper_V3
Brasserie,Delano,Kern,CA,(805) 796-3894,,Restaurant,CA_SOS_Scraper_V3
Brewery Delano Valley Company,Delano,Kern,CA,(661) 751-5434,,Restaurant,CA_SOS_Scraper_V3
Cafe,Delano,Kern,CA,(805) 317-3802,,Restaurant,CA_SOS_Scraper_V3
Cafe Delano Co,Delano,Kern,CA,(805) 337-1429,,Restaurant,CA_SOS_Scraper_V3
Cafe Delano Company,Delano,Kern,CA,(661) 655-2284,,Restaurant,CA_SOS_Scraper_V3
Chophouse,Delano,Kern,CA,(661) 688-1516,,Restaurant,CA_SOS_Scraper_V3
Chophouse Co,Delano,Kern,CA,(805) 379-1930,,Restaurant,CA_SOS_Scraper_V3
Chophouse Company,Delano,Kern,CA,(661) 625-4249,,Restaurant,CA_SOS_Scraper_V3
Chophouse Delano,Delano,Kern,CA,(805) 544-4921,,Restaurant,CA_SOS_Scraper_V3
Chophouse Delano Group,Delano,Kern,CA,(805) 681-2494,,Restaurant,CA_SOS_Scraper_V3
Chophouse Delano Heights Group,Delano,Kern,CA,(661) 826-2403,,Restaurant,CA_SOS_Scraper_V3
Chophouse Group,Delano,Kern,CA,(805) 476-6550,,Restaurant,CA_SOS_Scraper_V3
Chophouse Inc,Delano,Kern,CA,(805) 307-8161,,Restaurant,CA_SOS_Scraper_V3
Chophouse Kern,Delano,Kern,CA,(805) 661-9822,,Restaurant,CA_SOS_Scraper_V3
Club,Delano,Kern,CA,(661) 308-7666,,Restaurant,CA_SOS_Scraper_V3
Club Delano Company,Delano,Kern,CA,(661) 604-1411,,Restaurant,CA_SOS_Scraper_V3
Club Kern,Delano,Kern,CA,(805) 476-4510,,Restaurant,CA_SOS_Scraper_V3
Club Kern Inc,Delano,Kern,CA,(661) 957-7219,,Restaurant,CA_SOS_Scraper_V3
Convenience Store Delano Hills,Delano,Kern,CA,(805) 508-5769,,Restaurant,CA_SOS_Scraper_V3
Corner Delano Group,Delano,Kern,CA,(661) 744-8520,,Restaurant,CA_SOS_Scraper_V3
Diner Inc,Delano,Kern,CA,(805) 637-2545,,Restaurant,CA_SOS_Scraper_V3
Discount Liquor Delano Company,Delano,Kern,CA,(805) 475-6035,,Restaurant,CA_SOS_Scraper_V3
Discount Liquor Kern Group,Delano,Kern,CA,(661) 552-5767,,Restaurant,CA_SOS_Scraper_V3
Eatery,Delano,Kern,CA,(805) 273-4465,,Restaurant,CA_SOS_Scraper_V3
Eatery Corp,Delano,Kern,CA,(661) 267-5406,,Restaurant,CA_SOS_Scraper_V3
Eatery Inc,Delano,Kern,CA,(805) 393-8689,,Restaurant,CA_SOS_Scraper_V3
Event Catering LLC,Delano,Kern,CA,(661) 419-1689,,Restaurant,CA_SOS_Scraper_V3
Fine Wines Kern Corp,Delano,Kern,CA,(805) 875-1773,,Restaurant,CA_SOS_Scraper_V3
Grill Delano Valley Inc,Delano,Kern,CA,(805) 851-5447,,Restaurant,CA_SOS_Scraper_V3
Grocery Company,Delano,Kern,CA,(805) 635-7886,,Restaurant,CA_SOS_Scraper_V3
Grocery Kern,Delano,Kern,CA,(805) 326-7292,,Restaurant,CA_SOS_Scraper_V3
Grocery Kern Inc,Delano,Kern,CA,(661) 784-2650,,Restaurant,CA_SOS_Scraper_V3
House Delano Corp,Delano,Kern,CA,(805) 304-8400,,Restaurant,CA_SOS_Scraper_V3
House Group,Delano,Kern,CA,(661) 636-9871,,Restaurant,CA_SOS_Scraper_V3
Kitchen Corp,Delano,Kern,CA,(661) 832-1845,,Restaurant,CA_SOS_Scraper_V3
Liquor Store Corp,Delano,Kern,CA,(805) 826-4501,,Restaurant,CA_SOS_Scraper_V3
Liquor Store Delano Valley Inc,Delano,Kern,CA,(661) 415-4401,,Restaurant,CA_SOS_Scraper_V3
Liquor Store Delano Valley LLC,Delano,Kern,CA,(805) 210-7450,,Restaurant,CA_SOS_Scraper_V3
Lounge,Delano,Kern,CA,(805) 504-8277,,Restaurant,CA_SOS_Scraper_V3
Lounge Corp,Delano,Kern,CA,(661) 833-1715,,Restaurant,CA_SOS_Scraper_V3
Lounge Delano Group,Delano,Kern,CA,(805) 962-2037,,Restaurant,CA_SOS_Scraper_V3
Lounge Delano Inc,Delano,Kern,CA,(805) 835-5487,,Restaurant,CA_SOS_Scraper_V3
Lounge Delano Valley,Delano,Kern,CA,(805) 328-9549,,Restaurant,CA_SOS_Scraper_V3
Mini Mart Delano,Delano,Kern,CA,(661) 215-6792,,Restaurant,CA_SOS_Scraper_V3
Mountain Mikes Pizza - Delano,Delano,Kern,CA,,,Pizza Restaurant,Mountain Mikes Franchise
NewBar & Grill 25,Delano,Kern,CA,(805) 674-9826,,Restaurant,CA_SOS_Scraper_V3
NewBar Kern 92,Delano,Kern,CA,(661) 346-6095,,Restaurant,CA_SOS_Scraper_V3
NewCorner Store Kern 96,Delano,Kern,CA,(661) 793-4916,,Restaurant,CA_SOS_Scraper_V3
NewDiner Inc 6,Delano,Kern,CA,(805) 905-7297,,Restaurant,CA_SOS_Scraper_V3
NewHouse 47,Delano,Kern,CA,(805) 257-8942,,Restaurant,CA_SOS_Scraper_V3
NewLounge 21,Delano,Kern,CA,(805) 203-7177,,Restaurant,CA_SOS_Scraper_V3
NewMarket Delano Valley Inc 98,Delano,Kern,CA,(661) 719-6937,,Restaurant,CA_SOS_Scraper_V3
NewNightclub Company 73,Delano,Kern,CA,(661) 236-8345,,Restaurant,CA_SOS_Scraper_V3
NewRestaurant Kern 76,Delano,Kern,CA,(805) 641-2869,,Restaurant,CA_SOS_Scraper_V3
NewWine & Spirits Group 28,Delano,Kern,CA,(661) 719-5554,,Restaurant,CA_SOS_Scraper_V3
OldBistro 14,Delano,Kern,CA,(661) 702-2295,,Restaurant,CA_SOS_Scraper_V3
OldDiner Delano Inc 92,Delano,Kern,CA,(661) 337-9041,,Restaurant,CA_SOS_Scraper_V3
OldMini Mart LLC 42,Delano,Kern,CA,(805) 221-3699,,Restaurant,CA_SOS_Scraper_V3
OldPub Delano Heights Corp 36,Delano,Kern,CA,(805) 620-6854,,Restaurant,CA_SOS_Scraper_V3
OldSpot Kern LLC 40,Delano,Kern,CA,(805) 812-6609,,Restaurant,CA_SOS_Scraper_V3
OldTavern Kern 19,Delano,Kern,CA,(805) 565-2979,,Restaurant,CA_SOS_Scraper_V3
Package Store,Delano,Kern,CA,(661) 770-9156,,Restaurant,CA_SOS_Scraper_V3
Package Store Company,Delano,Kern,CA,(661) 336-7998,,Restaurant,CA_SOS_Scraper_V3
Package Store Delano,Delano,Kern,CA,(661) 377-5479,,Restaurant,CA_SOS_Scraper_V3
Place Delano,Delano,Kern,CA,(805) 238-6571,,Restaurant,CA_SOS_Scraper_V3
Pub Delano Company 38,Delano,Kern,CA,(661) 970-2119,,Restaurant,CA_SOS_Scraper_V3
Pub Delano Inc,Delano,Kern,CA,(661) 581-9537,,Restaurant,CA_SOS_Scraper_V3
Pub Group,Delano,Kern,CA,(805) 952-2449,,Restaurant,CA_SOS_Scraper_V3
Pub Inc,Delano,Kern,CA,(661) 334-8568,,Restaurant,CA_SOS_Scraper_V3
Saloon,Delano,Kern,CA,(805) 614-7529,,Restaurant,CA_SOS_Scraper_V3
Saloon Delano Heights Company,Delano,Kern,CA,(805) 320-9051,,Restaurant,CA_SOS_Scraper_V3
Saloon Kern 99,Delano,Kern,CA,(661) 597-9595,,Restaurant,CA_SOS_Scraper_V3
Spirits Delano Co,Delano,Kern,CA,(661) 373-4693,,Restaurant,CA_SOS_Scraper_V3
Sports Bar,Delano,Kern,CA,(805) 260-4668,,Restaurant,CA_SOS_Scraper_V3
Sports Bar Company,Delano,Kern,CA,(661) 266-1012,,Restaurant,CA_SOS_Scraper_V3
Sports Bar Delano Inc,Delano,Kern,CA,(805) 530-7176,,Restaurant,CA_SOS_Scraper_V3
Spot,Delano,Kern,CA,(805) 767-1667,,Restaurant,CA_SOS_Scraper_V3
Spot Delano Heights Co,Delano,Kern,CA,(805) 960-2763,,Restaurant,CA_SOS_Scraper_V3
Spot Delano Hills Corp,Delano,Kern,CA,(805) 777-2009,,Restaurant,CA_SOS_Scraper_V3
Spot Delano Hills Corp 60,Delano,Kern,CA,(805) 597-6131,,Restaurant,CA_SOS_Scraper_V3
Spot Delano Valley,Delano,Kern,CA,(661) 405-3275,,Restaurant,CA_SOS_Scraper_V3
Steakhouse Delano Inc 27,Delano,Kern,CA,(661) 803-3811,,Restaurant,CA_SOS_Scraper_V3
Tap Room Delano Hills Co,Delano,Kern,CA,(661) 911-3072,,Restaurant,CA_SOS_Scraper_V3
Tavern Co,Delano,Kern,CA,(661) 233-8468,,Restaurant,CA_SOS_Scraper_V3
Tavern Delano,Delano,Kern,CA,(805) 569-4321,,Restaurant,CA_SOS_Scraper_V3
Tavern Delano Co,Delano,Kern,CA,(661) 245-3433,,Restaurant,CA_SOS_Scraper_V3
Tavern Delano Group,Delano,Kern,CA,(805) 468-5396,,Restaurant,CA_SOS_Scraper_V3
TheBar & Grill Kern 94,Delano,Kern,CA,(661) 634-8549,,Restaurant,CA_SOS_Scraper_V3
TheBar Kern 94,Delano,Kern,CA,(661) 729-5274,,Restaurant,CA_SOS_Scraper_V3
