name,dba,primary,city,county,state,zip,address,license_type,license_num,expiry
ANCIEN WINES,ANCIEN WINES,ANCIEN WINES INC,NAPA,Napa,CA,94559-2636,1245 MAIN ST,02,00450882,30-JUN-2026
ANCIEN WINES,ANCIEN WINES,ANCIEN WINES INC,NAPA,Napa,CA,94559-3980,68 S COOMBS ST,02,00638727,30-JUN-2026
ANDERS-LANE ARTISAN WINES,ANDERS-LANE ARTISAN WINES,ANDERS LANE ARTISAN WINES L-PSHIP,NAPA,Napa,CA,94558-7590,55 ENTERPRISE CT,02,00604240,30-JUN-2026
ANDERS-LANE ARTISAN WINES,ANDERS-LANE ARTISAN WINES,ANDERS LANE ARTISAN WINES L-PSHIP,NAPA,Napa,CA,94559-9716,1075 BUCHLI STATION RD,02,00489288,
ANGELE RESTAURANT & BAR,ANGELE RESTAURANT & BAR,ANGELE L-PSHIP,NAPA,Napa,CA,94559-3353,540 MAIN ST,47,00446737,31-DEC-2026
ANGRY KIWI WINES CORPORATION,,ANGRY KIWI WINES CORPORATION,NAPA,Napa,CA,94559-3515,1002 B TAMARISK DR,02,00592608,30-JUN-2026
ANTHEM WINERY & VINEYARDS  LLC,ANTHEM WINERY & VINEYARDS  LLC,ANTHEM WINERY AND VINEYARDS LLC,NAPA,Napa,CA,94558-1326,5055 SOLANO AVE,02,00480369,30-JUN-2027
ANTHEM WINERY & VINEYARDS  LLC,ANTHEM WINERY & VINEYARDS  LLC,ANTHEM WINERY AND VINEYARDS LLC,NAPA,Napa,CA,94558-1326,5055 SOLANO AVE,93,00480369,30-JUN-2027
ANTHEM WINERY & VINEYARDS LLC,ANTHEM WINERY & VINEYARDS LLC,ANTHEM WINERY AND VINEYARDS LLC,NAPA,Napa,CA,94558-9722,3123 DRY CREEK RD,02,00480374,30-JUN-2027
AONAIR WINE,AONAIR WINE,GLJR WINE LLC,NAPA,Napa,CA,94558-6280,201 DEVLIN RD,02,00594468,30-JUN-2027
AONAIR WINE,AONAIR WINE,GLJR WINE LLC,NAPA,Napa,CA,94558-6280,201 DEVLIN RD,14,00588096,31-AUG-2026
APOSTLE WINE CO.,APOSTLE WINE CO.,EGELHOFF  LLC,NAPA,Napa,CA,94558-2281,4420 DUMAS ST,17,00656174,31-MAR-2027
APOSTLE WINE CO.,APOSTLE WINE CO.,EGELHOFF  LLC,NAPA,Napa,CA,94558-2281,4420 DUMAS ST,20,00656174,31-MAR-2027
APPLEBEES NEIGHBORHOOD GRILL & BAR,APPLEBEES NEIGHBORHOOD GRILL & BAR,WINECOUNTRY APPLE LLC,NAPA,Napa,CA,94559,195 SOSCOL AVE,47,00421043,31-DEC-2026
ARATAS WINE,ARATAS WINE,SANDY BAY HOLDING COMPANY LLC,NAPA,Napa,CA,94559-9713,1221 DUHIG RD,02,00489036,
ARBARETUM AT NAPA VALLEY DISTILLERY THE,ARBARETUM AT NAPA VALLEY DISTILLERY THE,NAPA VALLEY LIMONCELLO COMPANY LLC,NAPA,Napa,CA,94559-2931,1149 1ST ST,47,00630495,28-FEB-2027
ARCHIVAL WINE,ARCHIVAL WINE,ARCHIVAL WINE LLC,NAPA,Napa,CA,94558-4214,3331 KENSINGTON CIR,17,00668917,30-JUN-2026
ARCHIVAL WINE,ARCHIVAL WINE,ARCHIVAL WINE LLC,NAPA,Napa,CA,94558-4214,3331 KENSINGTON CIR,20,00668917,30-JUN-2026
ARDORE WINE,ARDORE WINE,TC VINEYARDS INC,NAPA,Napa,CA,94558,2232 BIG RANCH RD,02,00428284,
ARDORE WINE,ARDORE WINE,TC VINEYARDS INC,NAPA,Napa,CA,94558,2232 BIG RANCH RD,02,00428284,30-JUN-2026
ART + FARM WINE,ART + FARM WINE,THE GIRLS IN THE VINEYARD,NAPA,Napa,CA,94558-2013,2185 SILVERADO TRAIL,09,00518855,
ART + FARM WINE,ART + FARM WINE,THE GIRLS IN THE VINEYARD,NAPA,Napa,CA,94558-2013,2185 SILVERADO TRAIL,02,00518855,
ART + FARM WINE,ART + FARM WINE,THE GIRLS IN THE VINEYARD,NAPA,Napa,CA,94558-2013,2185 SILVERADO TRAIL,17,00518855,
ART + FARM WINE,ART + FARM WINE,THE GIRLS IN THE VINEYARD,NAPA,Napa,CA,94558-2013,2185 SILVERADO TRAIL,20,00518855,
ART + FARM WINE,ART + FARM WINE,THE GIRLS IN THE VINEYARD,NAPA,Napa,CA,94558-9432,7850 SILVERADO TRL,02,00505644,
ART + FARM WINE,ART + FARM WINE,THE GIRLS IN THE VINEYARD,NAPA,Napa,CA,94558-6214,110 CAMINO ORUGA,02,00562749,30-JUN-2026
ART + FARM WINE,ART + FARM WINE,THE GIRLS IN THE VINEYARD,NAPA,Napa,CA,94559-4574,101 S COOMBS,02,00562810,30-JUN-2026
ART + FARM WINE,ART + FARM WINE,THE GIRLS IN THE VINEYARD,NAPA,Napa,CA,94559-4574,101 S COOMBS,17,00562810,31-JUL-2026
ART + FARM WINE,ART + FARM WINE,THE GIRLS IN THE VINEYARD,NAPA,Napa,CA,94559-4574,101 S COOMBS,20,00562810,31-JUL-2026
ART + FARM WINE,ART + FARM WINE,THE GIRLS IN THE VINEYARD,NAPA,Napa,CA,94558-6212,130 CAMINO DORADO,02,00562758,30-JUN-2026
ART + FARM WINE,ART + FARM WINE,THE GIRLS IN THE VINEYARD,NAPA,Napa,CA,94559-4574,101 S COOMBS,09,00562810,31-JUL-2026
ARTESA VINEYARDS & WINERY,ARTESA VINEYARDS & WINERY,CODORNIU NAPA  INC.,NAPA,Napa,CA,94559-9705,1345 HENRY RD,02,00256740,
ARTESA VINEYARDS & WINERY,ARTESA VINEYARDS & WINERY,CODORNIU NAPA  INC.,NAPA,Napa,CA,94559-9705,1345 HENRY RD,09,00256740,
ARTESA VINEYARDS & WINERY,ARTESA VINEYARDS & WINERY,CODORNIU NAPA  INC.,NAPA,Napa,CA,94559-9705,1345 HENRY RD,81,00256740,
ARTESA WINERY,ARTESA WINERY,CODORNIU NAPA  INC.,NAPA,Napa,CA,94559-9705,1345 HENRY RD,02,00256740,30-JUN-2027
ARTESA WINERY,ARTESA WINERY,CODORNIU NAPA  INC.,NAPA,Napa,CA,94559-9705,1345 HENRY RD,20,00256740,31-MAY-2027
ARTESA WINERY,ARTESA WINERY,CODORNIU NAPA  INC.,NAPA,Napa,CA,94559-9705,1345 HENRY RD,17,00256740,31-MAY-2027
ARTESA WINERY,ARTESA WINERY,CODORNIU NAPA  INC.,NAPA,Napa,CA,94559-9705,1345 HENRY RD,09,00256740,30-JUN-2027
ARTESA WINERY,ARTESA WINERY,CODORNIU NAPA  INC.,NAPA,Napa,CA,94559-9705,1345 HENRY RD,81,00256740,30-JUN-2027
ARTISAN WINES LLC,ARTISAN WINES LLC,ARTISAN WINES LLC,NAPA,Napa,CA,94559-1342,849 JACKSON ST,85,00657959,31-JUL-2026
ASHES & DIAMONDS WINERY,ASHES & DIAMONDS WINERY,NAPA WINERY GROUP  LLC,NAPA,Napa,CA,94558-1324,4130 HOWARD LN,02,00579650,30-JUN-2027
ATLAS PEAK WINE LAB,ATLAS PEAK WINE LAB,LIEMS  ROBERT CHARLES,NAPA,Napa,CA,94558,2431 ATLAS PEAK RD,17,00570432,31-AUG-2026
ATLAS PEAK WINE LAB,ATLAS PEAK WINE LAB,LIEMS  ROBERT CHARLES,NAPA,Napa,CA,94558,2431 ATLAS PEAK RD,20,00570432,31-AUG-2026
ATLAS PEAK WINE LAB,ATLAS PEAK WINE LAB,LIEMS  ROBERT CHARLES,NAPA,Napa,CA,94558,2431 ATLAS PEAK RD,09,00570432,31-AUG-2026
ATLAS WINE COMPANY,ATLAS WINE COMPANY,ATLAS WINE COMPANY  LLC,NAPA,Napa,CA,94558-7546,841 LATOUR CT,02,00555671,
ATLAS WINE COMPANY,ATLAS WINE COMPANY,ATLAS WINE COMPANY  LLC,NAPA,Napa,CA,94558-7546,841 LATOUR CT,02,00555671,30-JUN-2026
AVA WINES  LLC,AVA WINES  LLC,AVA WINES  LLC,NAPA,Napa,CA,94558-2063,109 VALLEY CLUB CIR,16,00547522,
AVINODOS WINES,AVINODOS WINES,TOULON WINE COMPANY LLC,NAPA,Napa,CA,94558-6209,901 ENTERPRISE WAY,02,00601296,
AVINODOS WINES,AVINODOS WINES,TOULON WINE COMPANY LLC,NAPA,Napa,CA,94558-6209,901 ENTERPRISE WAY,02,00601296,30-JUN-2026
AVINODOS WINES,AVINODOS WINES,TOULON WINE COMPANY LLC,NAPA,Napa,CA,94558-6209,901 ENTERPRISE WAY,02,00624124,30-JUN-2026
AVINODOS WINES,AVINODOS WINES,TOULON WINE COMPANY LLC,NAPA,Napa,CA,94558-6209,901 ENTERPRISE WAY,81,00601296,30-JUN-2026
AXIOS WINES,AXIOS WINES,AXIOS  INC.,NAPA,Napa,CA,94558-6216,2731 & 2747 NAPA VALLEY CORPORATE DR,02,00584528,30-JUN-2027
AXIOS WINES INC,AXIOS WINES INC,AXIOS  INC.,NAPA,Napa,CA,94558-6280,221 DEVLIN RD,17,00384245,31-MAR-2027
AXIOS WINES INC,AXIOS WINES INC,AXIOS  INC.,NAPA,Napa,CA,94558-6280,221 DEVLIN RD,20,00384245,31-MAR-2027
AZTECA MARKET & TAQUERIA NAPA VALLEY INC,AZTECA MARKET & TAQUERIA NAPA VALLEY INC,BOGARIN  ERNESTO,NAPA,Napa,CA,94558-4920,2995 JEFFERSON ST,20,00543369,30-JUN-2026
AZUR WINES,AZUR WINES,AZUR WINES LLC,NAPA,Napa,CA,94559-2636,1245 MAIN ST,02,00534894,
AZUR WINES,AZUR WINES,AZUR WINES LLC,NAPA,Napa,CA,94558-3831,2238 1ST AVE,17,00563201,
AZUR WINES,AZUR WINES,AZUR WINES LLC,NAPA,Napa,CA,94558-3831,2238 1ST AVE,20,00563201,
AZUR WINES,AZUR WINES,AZUR WINES LLC,NAPA,Napa,CA,94558-3831,2238 1ST AVE,02,00563201,
AZUR WINES,AZUR WINES,AZUR WINES LLC,NAPA,Napa,CA,94558-3831,2238 1ST AVE,17,00563201,30-APR-2027
AZUR WINES,AZUR WINES,AZUR WINES LLC,NAPA,Napa,CA,94558-3831,2238 1ST AVE,20,00563201,30-APR-2027
AZUR WINES,AZUR WINES,AZUR WINES LLC,NAPA,Napa,CA,94558-3831,2238 1ST AVE,02,00563201,30-JUN-2027
AZUR WINES,AZUR WINES,AZUR WINES LLC,NAPA,Napa,CA,94559-2546,1014 CLINTON ST,02,00646614,30-JUN-2027
B TRUE WINES,B TRUE WINES,B TRUE WINES  LLC,NAPA,Napa,CA,94558-1019,5215 SOLANO AVE,02,00667674,30-JUN-2027
BACK ROOM WINES,BACK ROOM WINES,33113 INVESTMENTS  INC.,NAPA,Napa,CA,94559-2841,1546 1ST ST,21,00668237,30-APR-2027
BACK ROOM WINES,BACK ROOM WINES,33113 INVESTMENTS  INC.,NAPA,Napa,CA,94559-2841,1546 1ST ST,42,00668237,30-APR-2027
BACKSTAGE WINERY,BACKSTAGE WINERY,MOUNTAIN VIEW VINTNERS LLC,NAPA,Napa,CA,94558-1405,4162 BIG RANCH RD,02,00643362,30-JUN-2027
BAD HABITS WINES,BAD HABITS WINES,BAD HABITS WINES  LLC,NAPA,Napa,CA,94558-2748,3584 NORFOLK ST,17,00637015,30-SEP-2026
BAD HABITS WINES,BAD HABITS WINES,BAD HABITS WINES  LLC,NAPA,Napa,CA,94558-2748,3584 NORFOLK ST,20,00637015,30-SEP-2026
BAR LUCIA,BAR LUCIA,KARA'S CUPCAKES INCORPORATED,NAPA,Napa,CA,94559-2609,610 1ST ST,47,00630980,31-AUG-2026
BARBOUR VINEYARD WINES,BARBOUR VINEYARD WINES,BARBOUR  JAMES WILLIAM,NAPA,Napa,CA,94558-6212,104 CAMINO DORADO,02,00501835,30-JUN-2027
BARBOUR VINEYARD WINES,BARBOUR VINEYARD WINES,BARBOUR  JAMES WILLIAM,NAPA,Napa,CA,94558-1326,5055 SOLANO AVE,02,00502163,30-JUN-2027
BARNHOUSE NAPA BREWS,BARNHOUSE NAPA BREWS,BARNHOUSE NAPA VALLEY LLC,NAPA,Napa,CA,94559-2546,1004 CLINTON ST,41,00627573,30-SEP-2026
BARREL TEN QUARTER CIRCLE INC,BARREL TEN QUARTER CIRCLE INC,BARREL TEN QUARTER CIRCLE INC,NAPA,Napa,CA,94558-7520,33 HARLOW CT,09,00366993,
BARREL TEN QUARTER CIRCLE INC,BARREL TEN QUARTER CIRCLE INC,BARREL TEN QUARTER CIRCLE INC,NAPA,Napa,CA,94558-7520,33 HARLOW CT,14,00366993,
BARREL TEN QUARTER CIRCLE INC,BARREL TEN QUARTER CIRCLE INC,BARREL TEN QUARTER CIRCLE INC,NAPA,Napa,CA,94558-7520,33 HARLOW CT,02,00366993,
BARREL TEN QUARTER CIRCLE INC,BARREL TEN QUARTER CIRCLE INC,BARREL TEN QUARTER CIRCLE INC,NAPA,Napa,CA,94558,645 DEVLIN RD,02,00453293,
BARREL TEN QUARTER CIRCLE INC,BARREL TEN QUARTER CIRCLE INC,BARREL TEN QUARTER CIRCLE INC,NAPA,Napa,CA,94558-7520,33 HARLOW CT,14,00366993,31-DEC-2026
BARREL TEN QUARTER CIRCLE INC,BARREL TEN QUARTER CIRCLE INC,BARREL TEN QUARTER CIRCLE INC,NAPA,Napa,CA,94558-7520,33 HARLOW CT,02,00366993,30-JUN-2026
BARREL TEN QUARTER CIRCLE INC,BARREL TEN QUARTER CIRCLE INC,BARREL TEN QUARTER CIRCLE INC,NAPA,Napa,CA,94558,645 DEVLIN RD,02,00453293,30-JUN-2026
BARREL TEN QUARTER CIRCLE INC,BARREL TEN QUARTER CIRCLE INC,BARREL TEN QUARTER CIRCLE INC,NAPA,Napa,CA,94558-7520,33 HARLOW CT,09,00366993,30-JUN-2026
BAY WINE GROUP,,BAY WINE GROUP,NAPA,Napa,CA,94558-7590,55 ENTERPRISE CT,02,00605445,30-JUN-2026
BELONG WINE CO,BELONG WINE CO,VAN ZYL FAMILY LLC,NAPA,Napa,CA,94558-4583,101 S COOMBS ST,02,00657671,30-JUN-2026
BELONG WINE CO.,BELONG WINE CO.,VAN ZYL FAMILY LLC,NAPA,Napa,CA,94558-7579,394 & 396 DEVLIN RD,02,00657668,30-JUN-2026
BENCHMARK WINE GROUP,BENCHMARK WINE GROUP,BENCHMARK WINE GROUP  INC,NAPA,Napa,CA,94558-6274,445 DEVLIN RD,17,00567994,30-SEP-2026
BENCHMARK WINE GROUP,BENCHMARK WINE GROUP,BENCHMARK WINE GROUP  INC,NAPA,Napa,CA,94558-6274,445 DEVLIN RD,20,00567994,30-SEP-2026
BENCHMARK WINE GROUP,BENCHMARK WINE GROUP,BENCHMARK WINE GROUP  INC,NAPA,Napa,CA,94558-6274,445 DEVLIN RD,14,00567994,31-OCT-2026
BENCHMARK WINE GROUP,BENCHMARK WINE GROUP,BENCHMARK WINE GROUP  INC,NAPA,Napa,CA,94558-6274,445 DEVLIN RD,09,00567994,30-SEP-2026
BENCHMARK WINE GROUP  INC,BENCHMARK WINE GROUP  INC,BENCHMARK WINE GROUP  INC,NAPA,Napa,CA,94558-6241,1568 AIRPORT BLVD,17,00634256,31-MAR-2027
BENCHMARK WINE GROUP  INC,BENCHMARK WINE GROUP  INC,BENCHMARK WINE GROUP  INC,NAPA,Napa,CA,94558-6241,1568 AIRPORT BLVD,20,00634256,31-MAR-2027
BENCHMARK WINE GROUP  INC,BENCHMARK WINE GROUP  INC,BENCHMARK WINE GROUP  INC,NAPA,Napa,CA,94558-6241,1568 AIRPORT BLVD,09,00634256,31-MAR-2027
BIAGI FAMILY WINES,BIAGI FAMILY WINES,BIAGI FAMILY WINES LLC,NAPA,Napa,CA,94558-7515,787 AIRPARK RD,17,00483602,31-DEC-2026
BIAGI FAMILY WINES,BIAGI FAMILY WINES,BIAGI FAMILY WINES LLC,NAPA,Napa,CA,94558-6182,1721 PARTRICK RD,02,00632962,30-JUN-2027
BIAGI FAMILY WINES,BIAGI FAMILY WINES,BIAGI FAMILY WINES LLC,NAPA,Napa,CA,94558-7515,787 AIRPARK RD,02,00594778,30-JUN-2027
BLACK STALLION WINERY,BLACK STALLION WINERY,DELICATO VINEYARDS  LLC,NAPA,Napa,CA,94558-1113,4089 SILVERADO TRL,02,00638683,30-JUN-2027
BLUE FROG WINERY,BLUE FROG WINERY,BLUE FROG WINES  INC.,NAPA,Napa,CA,94558-6209,901 ENTERPRISE WAY,02,00565771,30-JUN-2026
BOUNTY HUNTER RARE WINE & SPIRITS,BOUNTY HUNTER RARE WINE & SPIRITS,VINOLIO EXPORTS AND IMPORTS  LLC,NAPA,Napa,CA,94559-2620,975 1ST ST,47,00541217,31-MAR-2027
BOUNTY HUNTER RARE WINE & SPIRITS,BOUNTY HUNTER RARE WINE & SPIRITS,VINOLIO EXPORTS AND IMPORTS  LLC,NAPA,Napa,CA,94559-2620,975 1ST ST,77,00541217,31-MAR-2027
BOUNTY HUNTER RARE WINE & SPIRITS,BOUNTY HUNTER RARE WINE & SPIRITS,VINOLIO EXPORTS AND IMPORTS  LLC,NAPA,Napa,CA,94559-2620,975 1ST ST,58,00541217,31-MAR-2027
BOWKER FAMILY WINE COMPANY LLC,,BOWKER FAMILY WINE COMPANY LLC,NAPA,Napa,CA,94559-1549,1507 BANKS AVE,02,00661765,30-JUN-2026
BOWKER FAMILY WINE COMPANY LLC,,BOWKER FAMILY WINE COMPANY LLC,NAPA,Napa,CA,94558-9201,2275 SODA CANYON RD,02,00660352,30-JUN-2026
BRIAN EDWARD WINES,BRIAN EDWARD WINES,BRIAN EDWARD WINES LLC,NAPA,Napa,CA,94558-1556,264 SILVERADO SPRINGS DR,17,00518817,
BRIAN EDWARD WINES,BRIAN EDWARD WINES,BRIAN EDWARD WINES LLC,NAPA,Napa,CA,94558-1556,264 SILVERADO SPRINGS DR,20,00518817,
BRIAN EDWARD WINES  LLC,BRIAN EDWARD WINES  LLC,BRIAN EDWARD WINES LLC,NAPA,Napa,CA,94558-1252,303 DEER HOLLOW DR,17,00597568,28-FEB-2027
BRIAN EDWARD WINES  LLC,BRIAN EDWARD WINES  LLC,BRIAN EDWARD WINES LLC,NAPA,Napa,CA,94558-1252,303 DEER HOLLOW DR,20,00597568,28-FEB-2027
BRILLIANT MISTAKE WINES,BRILLIANT MISTAKE WINES,BRILLIANT MISTAKE WINES LLC,NAPA,Napa,CA,94558-3083,620 TRANCAS ST,02,00635912,
BRILLIANT MISTAKE WINES,BRILLIANT MISTAKE WINES,BRILLIANT MISTAKE WINES LLC,NAPA,Napa,CA,94558-3083,620 TRANCAS ST,02,00635912,30-JUN-2026
BRONCO WINE COMPANY,BRONCO WINE COMPANY,BRONCO WINE COMPANY,NAPA,Napa,CA,94558,33 HARLOW CT,02,00393712,
BRONCO WINE COMPANY,BRONCO WINE COMPANY,BRONCO WINE COMPANY,NAPA,Napa,CA,94558,33 HARLOW CT,02,00393712,30-JUN-2026
BROOKMAN WINE CO,BROOKMAN WINE CO,BROOKMAN  GARY BRIAN,NAPA,Napa,CA,94558-9432,7850 SILVERADO TRL,02,00472317,30-JUN-2026
BROWNS VALLEY MARKET INC,BROWNS VALLEY MARKET INC,BROWNS VALLEY MARKET INC,NAPA,Napa,CA,94558,3263 BROWNS VALLEY RD,21,00137740,31-OCT-2026
BROWNS VALLEY MARKET INC,BROWNS VALLEY MARKET INC,BROWNS VALLEY MARKET INC,NAPA,Napa,CA,94558,3263 BROWNS VALLEY RD,42,00137740,31-AUG-2026
BUCKINGHAM WINES LLC,BUCKINGHAM WINES LLC,BUCKINGHAM WINES LLC,NAPA,Napa,CA,94558-3847,15 CHATEAU LN,02,00640826,30-JUN-2027
BUNTER SPRING WINERY,BUNTER SPRING WINERY,BUNTER  MARK JOSEPH,NAPA,Napa,CA,94558-3939,1062 1ST AVE,02,00477282,30-JUN-2027
BUONCRISTIANI WINE CO LLC,BUONCRISTIANI WINE CO LLC,BUONCRISTIANI WINE CO.  LLC,NAPA,Napa,CA,94559-2636,1245 MAIN ST,02,00402504,30-JUN-2026
BUONCRISTIANI WINE CO.  LLC,,BUONCRISTIANI WINE CO.  LLC,NAPA,Napa,CA,94559-2625,708 1ST ST,02,00562628,30-JUN-2026
BUONCRISTIANI WINE CO.  LLC,,BUONCRISTIANI WINE CO.  LLC,NAPA,Napa,CA,94558-9201,2275 SODA CANYON RD,02,00537752,30-JUN-2026
BUONCRISTIANI WINE CO.  LLC,,BUONCRISTIANI WINE CO.  LLC,NAPA,Napa,CA,94558-7586,45 ENTERPRISE CT,02,00528211,30-JUN-2026
BUONCRISTIANI WINES,BUONCRISTIANI WINES,BUONCRISTIANI WINE CO.  LLC,NAPA,Napa,CA,94558-9201,2275 SODA CANYON RD,02,00537752,
BUONCRISTIANI WINES,BUONCRISTIANI WINES,BUONCRISTIANI WINE CO.  LLC,NAPA,Napa,CA,94559-2625,708 1ST ST,02,00562628,
BUONCRISTIANI WINES,BUONCRISTIANI WINES,BUONCRISTIANI WINE CO LLC,NAPA,Napa,CA,94558-7590,55 ENTERPRISE CT,02,00578145,
BUONCRISTIANI WINES,BUONCRISTIANI WINES,BUONCRISTIANI WINE CO LLC,NAPA,Napa,CA,94558-7586,45 ENTERPRISE CT,02,00528211,
BUONCRISTIANI WINES,BUONCRISTIANI WINES,BUONCRISTIANI WINE CO LLC,NAPA,Napa,CA,94559-2636,1245 MAIN ST,02,00402504,
BUONCRISTIANI WINES,BUONCRISTIANI WINES,BUONCRISTIANI WINE CO.  LLC,NAPA,Napa,CA,94558-7590,55 ENTERPRISE CT,02,00578145,30-JUN-2026
BUSELLI FAMILY WINES,BUSELLI FAMILY WINES,BUSELLI FAMILY WINES  LLC,NAPA,Napa,CA,94558-9739,7764 SILVERADO TRL,02,00553155,30-JUN-2026
BUSELLI FAMILY WINES,BUSELLI FAMILY WINES,BUSELLI FAMILY WINES  LLC,NAPA,Napa,CA,94558-7590,55 ENTERPRISE CT,02,00596570,30-JUN-2026
BUSELLI FAMILY WINES,BUSELLI FAMILY WINES,BUSELLI FAMILY WINES  LLC,NAPA,Napa,CA,94558-7586,45 ENTERPRISE CT,02,00596200,30-JUN-2026
BYRON KOSUGE WINES,BYRON KOSUGE WINES,BYRON KOSUGE WINES LLC,NAPA,Napa,CA,94559,1763 SYCAMORE ST,17,00424981,30-JUN-2027
BYRON KOSUGE WINES,BYRON KOSUGE WINES,BYRON KOSUGE WINES LLC,NAPA,Napa,CA,94559,1763 SYCAMORE ST,20,00424981,30-JUN-2027
CA' MOMI; CA' MOMI WINERY,CA' MOMI; CA' MOMI WINERY,CA' MOMI WINERY  LLC,NAPA,Napa,CA,94559-9732,2125 CUTTINGS WHARF RD,02,00540898,
CA' MOMI; CA' MOMI WINERY,CA' MOMI; CA' MOMI WINERY,CA' MOMI WINERY  LLC,NAPA,Napa,CA,94558-7541,2515 NAPA VALLEY CORPORATE DR,02,00540910,
CA' MOMI; CA' MOMI WINERY,CA' MOMI; CA' MOMI WINERY,CA' MOMI WINERY  LLC,NAPA,Napa,CA,94559-9732,2125 CUTTINGS WHARF RD,02,00540898,30-JUN-2027
CADET WINE & BEER BAR,CADET WINE & BEER BAR,CLOVEN YOUTH  LLC  THE,NAPA,Napa,CA,94559,928 - 932 FRANKLIN ST,42,00538697,
CADET WINE & BEER BAR,CADET WINE & BEER BAR,CLOVEN YOUTH  LLC  THE,NAPA,Napa,CA,94559,928 - 932 FRANKLIN ST,77,00538697,
CADET WINE & BEER BAR,CADET WINE & BEER BAR,CLOVEN YOUTH  LLC  THE,NAPA,Napa,CA,94559,928 - 932 FRANKLIN ST,58,00538697,
CADET WINE & BEER BAR,CADET WINE & BEER BAR,CLOVEN YOUTH  LLC  THE,NAPA,Napa,CA,94559,928 - 932 FRANKLIN ST,48,00538697,31-JUL-2026
CADET WINE & BEER BAR,CADET WINE & BEER BAR,CLOVEN YOUTH  LLC  THE,NAPA,Napa,CA,94559,928 - 932 FRANKLIN ST,77,00538697,31-JUL-2026
CADET WINE & BEER BAR,CADET WINE & BEER BAR,CLOVEN YOUTH  LLC  THE,NAPA,Napa,CA,94559,928 - 932 FRANKLIN ST,58,00538697,31-JUL-2026
CADLE FAMILY WINES,CADLE FAMILY WINES,CADLE FAMILY WINES  LLC,NAPA,Napa,CA,94559-2929,1201 1ST ST,02,00621083,30-JUN-2026
CALMERE ESTATE WINERY,CALMERE ESTATE WINERY,PEJU FAMILY OPERATING PARTNERSHIP  LP,NAPA,Napa,CA,94559-9715,2750 LAS AMIGAS RD,02,00569224,30-JUN-2026
CANNATELLI WINES,CANNATELLI WINES,CANNATELLI WINES  LLC,NAPA,Napa,CA,94558-1326,5055 SOLANO AVE,02,00594893,30-JUN-2027
CANNATELLI WINES,CANNATELLI WINES,CANNATELLI WINES  LLC,NAPA,Napa,CA,94558,7035 SILVERADO TRL,02,00594896,30-JUN-2026
CARNEROS WINE COMPANY,CARNEROS WINE COMPANY,CARNEROS WINE COMPANY INC,NAPA,Napa,CA,94559-9706,1134 DEALY LN,02,00574682,30-JUN-2027
CASPAR WINE,CASPAR WINE,CASPAR WINE LLC,NAPA,Napa,CA,94558-6223,190 CAMINO ORUGA,02,00629228,30-JUN-2026
CASPAR WINE,CASPAR WINE,CASPAR WINE LLC,NAPA,Napa,CA,94559-1737,1732 JEFFERSON ST,02,00635765,30-JUN-2026
CASTLE BRIDGE WINES,CASTLE BRIDGE WINES,CASTLE BRIDGE WINE COMPANY  LLC,NAPA,Napa,CA,94558-7586,45 ENTERPRISE CT,02,00664290,30-JUN-2027
CASTLE BRIDGE WINES,CASTLE BRIDGE WINES,CASTLE BRIDGE WINE COMPANY  LLC,NAPA,Napa,CA,94558-7590,55 ENTERPRISE CT,02,00664283,30-JUN-2027
CATERWAUL WINES,CATERWAUL WINES,ROYAL WE LLC,NAPA,Napa,CA,94558-7576,144 GATEWAY RD E,02,00647657,30-JUN-2026
CHAIX WINES,CHAIX WINES,CHAIX WINERY LLC,NAPA,Napa,CA,94558-9300,1204 MANLEY LN,02,00660999,30-JUN-2027
CHAIX WINES,CHAIX WINES,CHAIX WINERY LLC,NAPA,Napa,CA,94558-9300,1204 MANLEY LN,93,00660999,30-JUN-2027
CHARDONNAY GOLF CLUB,CHARDONNAY GOLF CLUB,NAPA GOLF ASSOCIATES LLC,NAPA,Napa,CA,94558,2555 JAMESON CANYON RD,47,00436787,
CHARDONNAY GOLF CLUB,CHARDONNAY GOLF CLUB,NAPA GOLF ASSOCIATES LLC,NAPA,Napa,CA,94558,2555 JAMESON CANYON RD,47,00436787,
CHARDONNAY GOLF CLUB,CHARDONNAY GOLF CLUB,NAPA GOLF ASSOCIATES LLC,NAPA,Napa,CA,94558,2555 JAMESON CANYON RD,68,00436787,
CHETUPHON,CHETUPHON,ASSAWAPRAPART  CHIRAWUT,NAPA,Napa,CA,94559-4044,155 GASSER DR,41,00578073,31-AUG-2026
CHIMNEY ROCK WINERY,CHIMNEY ROCK WINERY,CHIMNEY ROCK WINERY LLC,NAPA,Napa,CA,94558,5350 SILVERADO TRL,02,00366010,30-JUN-2027
CHIMNEY ROCK WINERY,CHIMNEY ROCK WINERY,CHIMNEY ROCK WINERY LLC,NAPA,Napa,CA,94558,5350 SILVERADO TRL,93,00366010,30-JUN-2027
CHIPOTLE MEXICAN GRILL #1527,CHIPOTLE MEXICAN GRILL #1527,CHIPOTLE MEXICAN GRILL INC,NAPA,Napa,CA,94558-3339,1715 TRANCAS ST,41,00518705,28-FEB-2027
CHIPOTLE MEXICAN GRILL STORE #2415,CHIPOTLE MEXICAN GRILL STORE #2415,CHIPOTLE MEXICAN GRILL INC,NAPA,Napa,CA,94559,304 SOSCOL AVE STE F,41,00546915,30-NOV-2026
